"epoch","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX"
"309","616","616","616","19.23076923076923","19.23076923076923","19.23076923076923","616","616","616","20","20","20","616","616","616","17.692307692307693","17.692307692307693","17.692307692307693","616","616","616","15.384615384615385","15.384615384615385","15.384615384615385","924","924","924","19.384615384615383","19.384615384615383","19.384615384615383","1232","1232","1232","17.384615384615383","17.384615384615383","17.384615384615383"
"310","618","618","618","18.153846153846153","18.153846153846153","18.153846153846153","618","618","618","16.923076923076923","16.923076923076923","16.923076923076923","618","618","618","19.23076923076923","19.23076923076923","19.23076923076923","618","618","618","18.615384615384617","18.615384615384617","18.615384615384617","927","927","927","17.384615384615383","17.384615384615383","17.384615384615383","1236","1236","1236","17.384615384615383","17.384615384615383","17.384615384615383"
"311","620","620","620","18.46153846153846","18.46153846153846","18.46153846153846","620","620","620","17.692307692307693","17.692307692307693","17.692307692307693","620","620","620","16.615384615384617","16.615384615384617","16.615384615384617","620","620","620","19.23076923076923","19.23076923076923","19.23076923076923","930","930","930","18.153846153846153","18.153846153846153","18.153846153846153","1240","1240","1240","14.307692307692308","14.307692307692308","14.307692307692308"
"312","622","622","622","18.153846153846153","18.153846153846153","18.153846153846153","622","622","622","15.538461538461538","15.538461538461538","15.538461538461538","622","622","622","16.76923076923077","16.76923076923077","16.76923076923077","622","622","622","16","16","16","933","933","933","19.076923076923077","19.076923076923077","19.076923076923077","1244","1244","1244","17.53846153846154","17.53846153846154","17.53846153846154"
"313","624","624","624","18.46153846153846","18.46153846153846","18.46153846153846","624","624","624","17.23076923076923","17.23076923076923","17.23076923076923","624","624","624","17.076923076923077","17.076923076923077","17.076923076923077","624","624","624","12.923076923076923","12.923076923076923","12.923076923076923","936","936","936","18.923076923076923","18.923076923076923","18.923076923076923","1248","1248","1248","16.76923076923077","16.76923076923077","16.76923076923077"
"314","626","626","626","19.076923076923077","19.076923076923077","19.076923076923077","626","626","626","17.846153846153847","17.846153846153847","17.846153846153847","626","626","626","17.846153846153847","17.846153846153847","17.846153846153847","626","626","626","14.615384615384615","14.615384615384615","14.615384615384615","939","939","939","19.076923076923077","19.076923076923077","19.076923076923077","1252","1252","1252","17.384615384615383","17.384615384615383","17.384615384615383"
"315","628","628","628","19.076923076923077","19.076923076923077","19.076923076923077","628","628","628","16.76923076923077","16.76923076923077","16.76923076923077","628","628","628","18.307692307692307","18.307692307692307","18.307692307692307","628","628","628","17.384615384615383","17.384615384615383","17.384615384615383","942","942","942","18.76923076923077","18.76923076923077","18.76923076923077","1256","1256","1256","18.615384615384617","18.615384615384617","18.615384615384617"
"316","630","630","630","19.076923076923077","19.076923076923077","19.076923076923077","630","630","630","17.692307692307693","17.692307692307693","17.692307692307693","630","630","630","17.846153846153847","17.846153846153847","17.846153846153847","630","630","630","16.76923076923077","16.76923076923077","16.76923076923077","945","945","945","18.615384615384617","18.615384615384617","18.615384615384617","1260","1260","1260","18.923076923076923","18.923076923076923","18.923076923076923"
"317","632","632","632","18","18","18","632","632","632","17.076923076923077","17.076923076923077","17.076923076923077","632","632","632","17.076923076923077","17.076923076923077","17.076923076923077","632","632","632","16.615384615384617","16.615384615384617","16.615384615384617","948","948","948","18.307692307692307","18.307692307692307","18.307692307692307","1264","1264","1264","17.846153846153847","17.846153846153847","17.846153846153847"
"318","634","634","634","18.615384615384617","18.615384615384617","18.615384615384617","634","634","634","18.307692307692307","18.307692307692307","18.307692307692307","634","634","634","18.76923076923077","18.76923076923077","18.76923076923077","634","634","634","14.461538461538462","14.461538461538462","14.461538461538462","951","951","951","19.53846153846154","19.53846153846154","19.53846153846154","1268","1268","1268","18.923076923076923","18.923076923076923","18.923076923076923"
"319","636","636","636","19.846153846153847","19.846153846153847","19.846153846153847","636","636","636","18.153846153846153","18.153846153846153","18.153846153846153","636","636","636","18","18","18","636","636","636","14.307692307692308","14.307692307692308","14.307692307692308","954","954","954","18.76923076923077","18.76923076923077","18.76923076923077","1272","1272","1272","18","18","18"
"320","638","638","638","18","18","18","638","638","638","18.307692307692307","18.307692307692307","18.307692307692307","638","638","638","17.846153846153847","17.846153846153847","17.846153846153847","638","638","638","14.76923076923077","14.76923076923077","14.76923076923077","957","957","957","19.384615384615383","19.384615384615383","19.384615384615383","1276","1276","1276","17.846153846153847","17.846153846153847","17.846153846153847"
"321","640","640","640","15.692307692307692","15.692307692307692","15.692307692307692","640","640","640","18.615384615384617","18.615384615384617","18.615384615384617","640","640","640","17.076923076923077","17.076923076923077","17.076923076923077","640","640","640","16.153846153846153","16.153846153846153","16.153846153846153","960","960","960","16.923076923076923","16.923076923076923","16.923076923076923","1280","1280","1280","16","16","16"
"322","642","642","642","18.923076923076923","18.923076923076923","18.923076923076923","642","642","642","18.153846153846153","18.153846153846153","18.153846153846153","642","642","642","16.923076923076923","16.923076923076923","16.923076923076923","642","642","642","17.846153846153847","17.846153846153847","17.846153846153847","963","963","963","18.46153846153846","18.46153846153846","18.46153846153846","1284","1284","1284","17.384615384615383","17.384615384615383","17.384615384615383"
"323","644","644","644","19.692307692307693","19.692307692307693","19.692307692307693","644","644","644","18.615384615384617","18.615384615384617","18.615384615384617","644","644","644","18","18","18","644","644","644","16.923076923076923","16.923076923076923","16.923076923076923","966","966","966","18.46153846153846","18.46153846153846","18.46153846153846","1288","1288","1288","19.384615384615383","19.384615384615383","19.384615384615383"
"324","646","646","646","18.923076923076923","18.923076923076923","18.923076923076923","646","646","646","18.307692307692307","18.307692307692307","18.307692307692307","646","646","646","18.46153846153846","18.46153846153846","18.46153846153846","646","646","646","18.615384615384617","18.615384615384617","18.615384615384617","969","969","969","18.76923076923077","18.76923076923077","18.76923076923077","1292","1292","1292","18","18","18"
"325","648","648","648","19.846153846153847","19.846153846153847","19.846153846153847","648","648","648","18.46153846153846","18.46153846153846","18.46153846153846","648","648","648","19.23076923076923","19.23076923076923","19.23076923076923","648","648","648","17.076923076923077","17.076923076923077","17.076923076923077","972","972","972","19.692307692307693","19.692307692307693","19.692307692307693","1296","1296","1296","18.153846153846153","18.153846153846153","18.153846153846153"
"326","650","650","650","17.076923076923077","17.076923076923077","17.076923076923077","650","650","650","18.615384615384617","18.615384615384617","18.615384615384617","650","650","650","17.53846153846154","17.53846153846154","17.53846153846154","650","650","650","18.153846153846153","18.153846153846153","18.153846153846153","975","975","975","19.076923076923077","19.076923076923077","19.076923076923077","1300","1300","1300","18.46153846153846","18.46153846153846","18.46153846153846"
"327","652","652","652","18.76923076923077","18.76923076923077","18.76923076923077","652","652","652","17.846153846153847","17.846153846153847","17.846153846153847","652","652","652","16.76923076923077","16.76923076923077","16.76923076923077","652","652","652","19.076923076923077","19.076923076923077","19.076923076923077","978","978","978","17.076923076923077","17.076923076923077","17.076923076923077","1304","1304","1304","18.615384615384617","18.615384615384617","18.615384615384617"
"328","654","654","654","18.307692307692307","18.307692307692307","18.307692307692307","654","654","654","18.76923076923077","18.76923076923077","18.76923076923077","654","654","654","16.46153846153846","16.46153846153846","16.46153846153846","654","654","654","18.923076923076923","18.923076923076923","18.923076923076923","981","981","981","18.307692307692307","18.307692307692307","18.307692307692307","1308","1308","1308","18.307692307692307","18.307692307692307","18.307692307692307"
"329","656","656","656","18.615384615384617","18.615384615384617","18.615384615384617","656","656","656","19.076923076923077","19.076923076923077","19.076923076923077","656","656","656","16.923076923076923","16.923076923076923","16.923076923076923","656","656","656","18","18","18","984","984","984","18.923076923076923","18.923076923076923","18.923076923076923","1312","1312","1312","19.076923076923077","19.076923076923077","19.076923076923077"
"330","658","658","658","18.307692307692307","18.307692307692307","18.307692307692307","658","658","658","18.615384615384617","18.615384615384617","18.615384615384617","658","658","658","17.23076923076923","17.23076923076923","17.23076923076923","658","658","658","17.846153846153847","17.846153846153847","17.846153846153847","987","987","987","18.307692307692307","18.307692307692307","18.307692307692307","1316","1316","1316","17.23076923076923","17.23076923076923","17.23076923076923"
"331","660","660","660","19.384615384615383","19.384615384615383","19.384615384615383","660","660","660","18.46153846153846","18.46153846153846","18.46153846153846","660","660","660","18.153846153846153","18.153846153846153","18.153846153846153","660","660","660","18.307692307692307","18.307692307692307","18.307692307692307","990","990","990","20","20","20","1320","1320","1320","17.692307692307693","17.692307692307693","17.692307692307693"
"332","662","662","662","19.53846153846154","19.53846153846154","19.53846153846154","662","662","662","17.692307692307693","17.692307692307693","17.692307692307693","662","662","662","18","18","18","662","662","662","16.615384615384617","16.615384615384617","16.615384615384617","993","993","993","18.76923076923077","18.76923076923077","18.76923076923077","1324","1324","1324","18.46153846153846","18.46153846153846","18.46153846153846"
"333","664","664","664","19.692307692307693","19.692307692307693","19.692307692307693","664","664","664","16.46153846153846","16.46153846153846","16.46153846153846","664","664","664","17.076923076923077","17.076923076923077","17.076923076923077","664","664","664","14.615384615384615","14.615384615384615","14.615384615384615","996","996","996","19.692307692307693","19.692307692307693","19.692307692307693","1328","1328","1328","19.384615384615383","19.384615384615383","19.384615384615383"
"334","666","666","666","18.307692307692307","18.307692307692307","18.307692307692307","666","666","666","18.76923076923077","18.76923076923077","18.76923076923077","666","666","666","18","18","18","666","666","666","16.307692307692307","16.307692307692307","16.307692307692307","999","999","999","18.923076923076923","18.923076923076923","18.923076923076923","1332","1332","1332","17.23076923076923","17.23076923076923","17.23076923076923"
"335","668","668","668","18.923076923076923","18.923076923076923","18.923076923076923","668","668","668","18.76923076923077","18.76923076923077","18.76923076923077","668","668","668","18.76923076923077","18.76923076923077","18.76923076923077","668","668","668","18.46153846153846","18.46153846153846","18.46153846153846","1002","1002","1002","18.76923076923077","18.76923076923077","18.76923076923077","1336","1336","1336","18.307692307692307","18.307692307692307","18.307692307692307"
