epoch,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MAX
574,-735.8,-735.8,-735.8,-931.5,-931.5,-931.5,-767.8,-767.8,-767.8,-594.9,-594.9,-594.9,-787.4,-787.4,-787.4,-524.3,-524.3,-524.3
575,-770.6,-770.6,-770.6,-812.8,-812.8,-812.8,-719.1,-719.1,-719.1,-532.3,-532.3,-532.3,-821.6,-821.6,-821.6,-476.7,-476.7,-476.7
576,-722.8,-722.8,-722.8,-911.3,-911.3,-911.3,-823.4,-823.4,-823.4,-631,-631,-631,-764.6,-764.6,-764.6,-542.8,-542.8,-542.8
577,-705.3,-705.3,-705.3,-816.5,-816.5,-816.5,-716,-716,-716,-623.6,-623.6,-623.6,-825.1,-825.1,-825.1,-516.5,-516.5,-516.5
578,-674.8,-674.8,-674.8,-826.1,-826.1,-826.1,-740.5,-740.5,-740.5,-570.6,-570.6,-570.6,-743.4,-743.4,-743.4,-598.8,-598.8,-598.8
579,-744.8,-744.8,-744.8,-912.5,-912.5,-912.5,-701,-701,-701,-552,-552,-552,-878.1,-878.1,-878.1,-569.6,-569.6,-569.6
580,-740.6,-740.6,-740.6,-865.7,-865.7,-865.7,-751.3,-751.3,-751.3,-559.8,-559.8,-559.8,-760.6,-760.6,-760.6,-521.7,-521.7,-521.7
581,-773.1,-773.1,-773.1,-919.6,-919.6,-919.6,-777.5,-777.5,-777.5,-608.7,-608.7,-608.7,-813.5,-813.5,-813.5,-575.8,-575.8,-575.8
582,-808.1,-808.1,-808.1,-948.5,-948.5,-948.5,-733.3,-733.3,-733.3,-535.3,-535.3,-535.3,-785.1,-785.1,-785.1,-506.6,-506.6,-506.6
583,-804.7,-804.7,-804.7,-833.5,-833.5,-833.5,-846,-846,-846,-494.2,-494.2,-494.2,-842.3,-842.3,-842.3,-563.9,-563.9,-563.9
584,-733.3,-733.3,-733.3,-820.3,-820.3,-820.3,-742.8,-742.8,-742.8,-522.8,-522.8,-522.8,-818.8,-818.8,-818.8,-518.2,-518.2,-518.2
585,-794.5,-794.5,-794.5,-807.6,-807.6,-807.6,-782.9,-782.9,-782.9,-494,-494,-494,-845.2,-845.2,-845.2,-542.5,-542.5,-542.5
586,-697.5,-697.5,-697.5,-890.5,-890.5,-890.5,-765,-765,-765,-645.4,-645.4,-645.4,-727.4,-727.4,-727.4,-510.8,-510.8,-510.8
587,-709,-709,-709,-901.8,-901.8,-901.8,-766.2,-766.2,-766.2,-547.5,-547.5,-547.5,-712.7,-712.7,-712.7,-527.7,-527.7,-527.7
588,-829.2,-829.2,-829.2,-898.6,-898.6,-898.6,-657.7,-657.7,-657.7,-623.9,-623.9,-623.9,-715.1,-715.1,-715.1,-546.6,-546.6,-546.6
589,-658.1,-658.1,-658.1,-909.7,-909.7,-909.7,-746.5,-746.5,-746.5,-513.4,-513.4,-513.4,-755.2,-755.2,-755.2,-544.2,-544.2,-544.2
590,-760.3,-760.3,-760.3,-896.6,-896.6,-896.6,-718.9,-718.9,-718.9,-548.9,-548.9,-548.9,-962,-962,-962,-547.7,-547.7,-547.7
591,-678.7,-678.7,-678.7,-868.9,-868.9,-868.9,-832.4,-832.4,-832.4,-589.8,-589.8,-589.8,-863.1,-863.1,-863.1,-570.4,-570.4,-570.4
592,-755.7,-755.7,-755.7,-875.5,-875.5,-875.5,-802,-802,-802,-536.7,-536.7,-536.7,-783.7,-783.7,-783.7,-524.4,-524.4,-524.4
593,-811.7,-811.7,-811.7,-713,-713,-713,-662.6,-662.6,-662.6,-586.6,-586.6,-586.6,-720.4,-720.4,-720.4,-507.5,-507.5,-507.5
594,-732.5,-732.5,-732.5,-801.9,-801.9,-801.9,-797.8,-797.8,-797.8,-596.4,-596.4,-596.4,-823.6,-823.6,-823.6,-598.6,-598.6,-598.6
595,-697.9,-697.9,-697.9,-923.7,-923.7,-923.7,-826.1,-826.1,-826.1,-736.5,-736.5,-736.5,-843.5,-843.5,-843.5,-555.6,-555.6,-555.6
596,-769,-769,-769,-861.3,-861.3,-861.3,-791.4,-791.4,-791.4,-594,-594,-594,-775.9,-775.9,-775.9,-555.1,-555.1,-555.1
597,-662.2,-662.2,-662.2,-903.2,-903.2,-903.2,-693.5,-693.5,-693.5,-625.9,-625.9,-625.9,-790.1,-790.1,-790.1,-548.2,-548.2,-548.2
598,-606.6,-606.6,-606.6,-830.1,-830.1,-830.1,-700.8,-700.8,-700.8,-500.1,-500.1,-500.1,-745.3,-745.3,-745.3,-619.7,-619.7,-619.7
599,-731.2,-731.2,-731.2,-865.2,-865.2,-865.2,-603.8,-603.8,-603.8,-582.2,-582.2,-582.2,-784.2,-784.2,-784.2,-489.3,-489.3,-489.3
600,-760.3,-760.3,-760.3,-922,-922,-922,-682.4,-682.4,-682.4,-525.9,-525.9,-525.9,-821.5,-821.5,-821.5,-501.8,-501.8,-501.8
601,-605.6,-605.6,-605.6,-841,-841,-841,-700.7,-700.7,-700.7,-605.9,-605.9,-605.9,-762,-762,-762,-555.5,-555.5,-555.5
602,-720.9,-720.9,-720.9,-983.5,-983.5,-983.5,-765.4,-765.4,-765.4,-617.2,-617.2,-617.2,-862.7,-862.7,-862.7,-497.9,-497.9,-497.9
603,-773.7,-773.7,-773.7,-922.3,-922.3,-922.3,-702.8,-702.8,-702.8,-616.1,-616.1,-616.1,-729.3,-729.3,-729.3,-557.6,-557.6,-557.6
604,-798,-798,-798,-836.4,-836.4,-836.4,-714,-714,-714,-593,-593,-593,-711.4,-711.4,-711.4,-544.2,-544.2,-544.2
605,-728.7,-728.7,-728.7,-960,-960,-960,-769.6,-769.6,-769.6,-613.4,-613.4,-613.4,-809.3,-809.3,-809.3,-514.9,-514.9,-514.9
606,-710,-710,-710,-700.8,-700.8,-700.8,-707,-707,-707,-573.8,-573.8,-573.8,-896.3,-896.3,-896.3,-549,-549,-549
607,-713.6,-713.6,-713.6,-793.3,-793.3,-793.3,-677.8,-677.8,-677.8,-490,-490,-490,-866.2,-866.2,-866.2,-539.5,-539.5,-539.5
608,-716.2,-716.2,-716.2,-869,-869,-869,-736.1,-736.1,-736.1,-581,-581,-581,-674.3,-674.3,-674.3,-488.2,-488.2,-488.2
609,-745.9,-745.9,-745.9,-857.2,-857.2,-857.2,-723.4,-723.4,-723.4,-671.8,-671.8,-671.8,-854.8,-854.8,-854.8,-546.8,-546.8,-546.8
610,-889.1,-889.1,-889.1,-886.9,-886.9,-886.9,-690.1,-690.1,-690.1,-643.3,-643.3,-643.3,-724.1,-724.1,-724.1,-491.5,-491.5,-491.5
611,-750,-750,-750,-911.1,-911.1,-911.1,-694.1,-694.1,-694.1,-532.7,-532.7,-532.7,-812.6,-812.6,-812.6,-442.1,-442.1,-442.1
612,-772.5,-772.5,-772.5,-815.5,-815.5,-815.5,-669.4,-669.4,-669.4,-555.2,-555.2,-555.2,-844.8,-844.8,-844.8,-504.9,-504.9,-504.9
613,-722.8,-722.8,-722.8,-859.8,-859.8,-859.8,-811.8,-811.8,-811.8,-590.6,-590.6,-590.6,-671.3,-671.3,-671.3,-555.3,-555.3,-555.3
614,-731.7,-731.7,-731.7,-871.7,-871.7,-871.7,-704.3,-704.3,-704.3,-650.3,-650.3,-650.3,-708.9,-708.9,-708.9,-554.9,-554.9,-554.9
615,-695.1,-695.1,-695.1,-920.3,-920.3,-920.3,-713.7,-713.7,-713.7,-482,-482,-482,-778.3,-778.3,-778.3,-510,-510,-510
616,-754.2,-754.2,-754.2,-899.1,-899.1,-899.1,-738.9,-738.9,-738.9,-634.1,-634.1,-634.1,-798.1,-798.1,-798.1,-544.8,-544.8,-544.8
617,-745.5,-745.5,-745.5,-914,-914,-914,-726.9,-726.9,-726.9,-558.7,-558.7,-558.7,-886,-886,-886,-550.3,-550.3,-550.3
618,-785.6,-785.6,-785.6,-976.1,-976.1,-976.1,-620.3,-620.3,-620.3,-533.4,-533.4,-533.4,-703.8,-703.8,-703.8,-518.3,-518.3,-518.3
619,-712.5,-712.5,-712.5,-894,-894,-894,-646,-646,-646,-664.2,-664.2,-664.2,-719.7,-719.7,-719.7,-529.2,-529.2,-529.2
620,-768.7,-768.7,-768.7,-929.3,-929.3,-929.3,-748.2,-748.2,-748.2,-604.6,-604.6,-604.6,-786,-786,-786,-549.5,-549.5,-549.5
621,-786.1,-786.1,-786.1,-922.5,-922.5,-922.5,-735.9,-735.9,-735.9,-585.8,-585.8,-585.8,-717.2,-717.2,-717.2,-503.7,-503.7,-503.7
622,-771.7,-771.7,-771.7,-939.9,-939.9,-939.9,-721.1,-721.1,-721.1,-669.8,-669.8,-669.8,-865.6,-865.6,-865.6,-580.5,-580.5,-580.5
623,-816.5,-816.5,-816.5,-807.4,-807.4,-807.4,-697.1,-697.1,-697.1,-603.6,-603.6,-603.6,-845.8,-845.8,-845.8,-549.6,-549.6,-549.6
624,-757.1,-757.1,-757.1,-848.3,-848.3,-848.3,-742.8,-742.8,-742.8,-527.2,-527.2,-527.2,-775.2,-775.2,-775.2,-554.4,-554.4,-554.4
625,-842.7,-842.7,-842.7,-836.2,-836.2,-836.2,-738.8,-738.8,-738.8,-610.9,-610.9,-610.9,-697.5,-697.5,-697.5,-579.5,-579.5,-579.5
626,-545.5,-545.5,-545.5,-904.8,-904.8,-904.8,-765,-765,-765,-536,-536,-536,-736.3,-736.3,-736.3,-569.9,-569.9,-569.9
627,-682.6,-682.6,-682.6,-874.3,-874.3,-874.3,-739.4,-739.4,-739.4,-605.3,-605.3,-605.3,-760.5,-760.5,-760.5,-614.6,-614.6,-614.6
628,-751.5,-751.5,-751.5,-818.7,-818.7,-818.7,-646.3,-646.3,-646.3,-634.7,-634.7,-634.7,-834.9,-834.9,-834.9,-586.9,-586.9,-586.9
629,-826.9,-826.9,-826.9,-858.5,-858.5,-858.5,-683.9,-683.9,-683.9,-596.8,-596.8,-596.8,-786,-786,-786,-539.8,-539.8,-539.8
630,-824.4,-824.4,-824.4,-880.5,-880.5,-880.5,-797.1,-797.1,-797.1,-562.4,-562.4,-562.4,-776,-776,-776,-527.6,-527.6,-527.6
631,-723.5,-723.5,-723.5,-913.8,-913.8,-913.8,-668.7,-668.7,-668.7,-451.2,-451.2,-451.2,-751.6,-751.6,-751.6,-451.8,-451.8,-451.8
632,-818.1,-818.1,-818.1,-937.1,-937.1,-937.1,-829.5,-829.5,-829.5,-542.4,-542.4,-542.4,-871.7,-871.7,-871.7,-490.4,-490.4,-490.4
633,-741.5,-741.5,-741.5,-862.4,-862.4,-862.4,-696.2,-696.2,-696.2,-615.8,-615.8,-615.8,-730.5,-730.5,-730.5,-584,-584,-584
634,-620.4,-620.4,-620.4,-905.2,-905.2,-905.2,-649.8,-649.8,-649.8,-622.4,-622.4,-622.4,-734.5,-734.5,-734.5,-582,-582,-582
635,-647,-647,-647,-840.9,-840.9,-840.9,-724.8,-724.8,-724.8,-538,-538,-538,-810.3,-810.3,-810.3,-529.1,-529.1,-529.1
636,-800.2,-800.2,-800.2,-831,-831,-831,-762,-762,-762,-475.7,-475.7,-475.7,-871.8,-871.8,-871.8,-536.1,-536.1,-536.1
637,-764.1,-764.1,-764.1,-806.1,-806.1,-806.1,-594.5,-594.5,-594.5,-549.8,-549.8,-549.8,-696.3,-696.3,-696.3,-566.8,-566.8,-566.8
638,-780.7,-780.7,-780.7,-925.7,-925.7,-925.7,-631.8,-631.8,-631.8,-527.6,-527.6,-527.6,-795.6,-795.6,-795.6,-536.6,-536.6,-536.6
639,-653,-653,-653,-842.4,-842.4,-842.4,-740.5,-740.5,-740.5,-530.9,-530.9,-530.9,-719.5,-719.5,-719.5,-536.4,-536.4,-536.4
640,-726.5,-726.5,-726.5,-930.7,-930.7,-930.7,-628.1,-628.1,-628.1,-723,-723,-723,-650.9,-650.9,-650.9,-472.6,-472.6,-472.6
641,-730.9,-730.9,-730.9,-882.7,-882.7,-882.7,-885.7,-885.7,-885.7,-522.7,-522.7,-522.7,-720.9,-720.9,-720.9,-581.2,-581.2,-581.2
642,-787.3,-787.3,-787.3,-809.5,-809.5,-809.5,-588.9,-588.9,-588.9,-577.4,-577.4,-577.4,-810.5,-810.5,-810.5,-550.2,-550.2,-550.2
643,-799.6,-799.6,-799.6,-957.8,-957.8,-957.8,-711.5,-711.5,-711.5,-584.8,-584.8,-584.8,-708.5,-708.5,-708.5,-541,-541,-541
644,-763.4,-763.4,-763.4,-888.5,-888.5,-888.5,-726.5,-726.5,-726.5,-710.4,-710.4,-710.4,-806.1,-806.1,-806.1,-486.6,-486.6,-486.6
645,-746.9,-746.9,-746.9,-843.3,-843.3,-843.3,-689.9,-689.9,-689.9,-570.5,-570.5,-570.5,-723.2,-723.2,-723.2,-533.3,-533.3,-533.3
646,-676,-676,-676,-853,-853,-853,-704.8,-704.8,-704.8,-544.1,-544.1,-544.1,-751.5,-751.5,-751.5,-630.8,-630.8,-630.8
647,-634.1,-634.1,-634.1,-895.6,-895.6,-895.6,-743.9,-743.9,-743.9,-595,-595,-595,-822.3,-822.3,-822.3,-546,-546,-546
648,-680.1,-680.1,-680.1,-950.7,-950.7,-950.7,-633.5,-633.5,-633.5,-640.2,-640.2,-640.2,-835.5,-835.5,-835.5,-539,-539,-539
649,-699.2,-699.2,-699.2,-903.8,-903.8,-903.8,-797.3,-797.3,-797.3,-504.5,-504.5,-504.5,-851.7,-851.7,-851.7,-535.6,-535.6,-535.6
650,-779.3,-779.3,-779.3,-873.5,-873.5,-873.5,-667.3,-667.3,-667.3,-534,-534,-534,-717.9,-717.9,-717.9,-535.3,-535.3,-535.3
651,-759,-759,-759,-892.2,-892.2,-892.2,-760,-760,-760,-659.6,-659.6,-659.6,-775.4,-775.4,-775.4,-559.1,-559.1,-559.1
652,-721.9,-721.9,-721.9,-829.1,-829.1,-829.1,-682.8,-682.8,-682.8,-591.6,-591.6,-591.6,-845.4,-845.4,-845.4,-575.2,-575.2,-575.2
653,-641.9,-641.9,-641.9,-780.3,-780.3,-780.3,-739.9,-739.9,-739.9,-633.9,-633.9,-633.9,-677.2,-677.2,-677.2,-542.6,-542.6,-542.6
654,-693.5,-693.5,-693.5,-911.3,-911.3,-911.3,-610.8,-610.8,-610.8,-561.4,-561.4,-561.4,-712.4,-712.4,-712.4,-601.7,-601.7,-601.7
655,-719,-719,-719,-902.9,-902.9,-902.9,-685.8,-685.8,-685.8,-541,-541,-541,-872.2,-872.2,-872.2,-545.3,-545.3,-545.3
656,-699.1,-699.1,-699.1,-974.9,-974.9,-974.9,-715.7,-715.7,-715.7,-717.3,-717.3,-717.3,-843,-843,-843,-545.3,-545.3,-545.3
657,-734,-734,-734,-823.9,-823.9,-823.9,-700.2,-700.2,-700.2,-511.2,-511.2,-511.2,-745.5,-745.5,-745.5,-513.3,-513.3,-513.3
658,-679.4,-679.4,-679.4,-862.2,-862.2,-862.2,-704.9,-704.9,-704.9,-513.4,-513.4,-513.4,-788.6,-788.6,-788.6,-500.1,-500.1,-500.1
659,-786.9,-786.9,-786.9,-918.1,-918.1,-918.1,-658.7,-658.7,-658.7,-588.8,-588.8,-588.8,-755.2,-755.2,-755.2,-512,-512,-512
660,-631,-631,-631,-783.8,-783.8,-783.8,-598.2,-598.2,-598.2,-500.8,-500.8,-500.8,-872.7,-872.7,-872.7,-596.2,-596.2,-596.2
661,-653.5,-653.5,-653.5,-910.4,-910.4,-910.4,-640.9,-640.9,-640.9,-670.2,-670.2,-670.2,-838.3,-838.3,-838.3,-542.7,-542.7,-542.7
662,-672.5,-672.5,-672.5,-862.6,-862.6,-862.6,-657,-657,-657,-523.2,-523.2,-523.2,-774.6,-774.6,-774.6,-568.1,-568.1,-568.1
663,-740.3,-740.3,-740.3,-851.7,-851.7,-851.7,-819,-819,-819,-588.1,-588.1,-588.1,-744.9,-744.9,-744.9,-547.8,-547.8,-547.8
664,-756.7,-756.7,-756.7,-827.4,-827.4,-827.4,-629.1,-629.1,-629.1,-537.7,-537.7,-537.7,-820.1,-820.1,-820.1,-487.5,-487.5,-487.5
665,-709.4,-709.4,-709.4,-825.3,-825.3,-825.3,-757.1,-757.1,-757.1,-587.4,-587.4,-587.4,-834.5,-834.5,-834.5,-533.4,-533.4,-533.4
666,-725.5,-725.5,-725.5,-833.1,-833.1,-833.1,-680.8,-680.8,-680.8,-672.9,-672.9,-672.9,-723.4,-723.4,-723.4,-532.7,-532.7,-532.7
667,-796.6,-796.6,-796.6,-904.6,-904.6,-904.6,-727.1,-727.1,-727.1,-572.8,-572.8,-572.8,-757.7,-757.7,-757.7,-547.1,-547.1,-547.1
668,-648.9,-648.9,-648.9,-774.9,-774.9,-774.9,-634,-634,-634,-707.5,-707.5,-707.5,-860.6,-860.6,-860.6,-549.2,-549.2,-549.2
669,-692.9,-692.9,-692.9,-906.7,-906.7,-906.7,-690.8,-690.8,-690.8,-540.7,-540.7,-540.7,-819.4,-819.4,-819.4,-637,-637,-637
670,-766.3,-766.3,-766.3,-913.8,-913.8,-913.8,-651.1,-651.1,-651.1,-478.6,-478.6,-478.6,-800.1,-800.1,-800.1,-504.4,-504.4,-504.4
671,-678.2,-678.2,-678.2,-962.8,-962.8,-962.8,-708.8,-708.8,-708.8,-581,-581,-581,-755.1,-755.1,-755.1,-542.5,-542.5,-542.5
672,-754.5,-754.5,-754.5,-760.1,-760.1,-760.1,-737.3,-737.3,-737.3,-603.5,-603.5,-603.5,-785.4,-785.4,-785.4,-523.2,-523.2,-523.2
673,-600.6,-600.6,-600.6,-938.3,-938.3,-938.3,-707.6,-707.6,-707.6,-659.9,-659.9,-659.9,-798.1,-798.1,-798.1,-514.7,-514.7,-514.7
674,-665.5,-665.5,-665.5,-817.6,-817.6,-817.6,-777.1,-777.1,-777.1,-524,-524,-524,-768.7,-768.7,-768.7,-560.4,-560.4,-560.4
675,-732.2,-732.2,-732.2,-909,-909,-909,-653.9,-653.9,-653.9,-617.7,-617.7,-617.7,-815,-815,-815,-509.7,-509.7,-509.7
676,-701.9,-701.9,-701.9,-959.8,-959.8,-959.8,-738.6,-738.6,-738.6,-623.8,-623.8,-623.8,-776.5,-776.5,-776.5,-491.9,-491.9,-491.9
677,-703.8,-703.8,-703.8,-945.7,-945.7,-945.7,-624.7,-624.7,-624.7,-593.6,-593.6,-593.6,-806.6,-806.6,-806.6,-571.1,-571.1,-571.1
678,-865.3,-865.3,-865.3,-947.3,-947.3,-947.3,-799,-799,-799,-708.4,-708.4,-708.4,-757,-757,-757,-530,-530,-530
679,-719.9,-719.9,-719.9,-1018.7,-1018.7,-1018.7,-685.8,-685.8,-685.8,-528.1,-528.1,-528.1,-781.1,-781.1,-781.1,-463.3,-463.3,-463.3
680,-778.2,-778.2,-778.2,-947.7,-947.7,-947.7,-844,-844,-844,-659.1,-659.1,-659.1,-756.2,-756.2,-756.2,-516.9,-516.9,-516.9
681,-767.8,-767.8,-767.8,-856.1,-856.1,-856.1,-725.9,-725.9,-725.9,-661.2,-661.2,-661.2,-876.6,-876.6,-876.6,-487.9,-487.9,-487.9
682,-909.3,-909.3,-909.3,-863.2,-863.2,-863.2,-801,-801,-801,-457.5,-457.5,-457.5,-835.6,-835.6,-835.6,-491.6,-491.6,-491.6
683,-701.9,-701.9,-701.9,-889.4,-889.4,-889.4,-710.7,-710.7,-710.7,-540.8,-540.8,-540.8,-762.6,-762.6,-762.6,-477,-477,-477
684,-694.9,-694.9,-694.9,-823.2,-823.2,-823.2,-759.7,-759.7,-759.7,-557.1,-557.1,-557.1,-869.8,-869.8,-869.8,-475.4,-475.4,-475.4
685,-727.4,-727.4,-727.4,-971.7,-971.7,-971.7,-597.8,-597.8,-597.8,-592.1,-592.1,-592.1,-809.1,-809.1,-809.1,-537.4,-537.4,-537.4
686,-786.9,-786.9,-786.9,-894.4,-894.4,-894.4,-718.5,-718.5,-718.5,-588.7,-588.7,-588.7,-632.7,-632.7,-632.7,-568.4,-568.4,-568.4
687,-717.1,-717.1,-717.1,-758.5,-758.5,-758.5,-717.7,-717.7,-717.7,-557.9,-557.9,-557.9,-796,-796,-796,-476.6,-476.6,-476.6
688,-876.2,-876.2,-876.2,-811.1,-811.1,-811.1,-750.2,-750.2,-750.2,-603.7,-603.7,-603.7,-896.4,-896.4,-896.4,-490.2,-490.2,-490.2
689,-553.5,-553.5,-553.5,-811.9,-811.9,-811.9,-667.4,-667.4,-667.4,-609.3,-609.3,-609.3,-816.6,-816.6,-816.6,-531.1,-531.1,-531.1
690,-696.8,-696.8,-696.8,-865.1,-865.1,-865.1,-733.4,-733.4,-733.4,-541.6,-541.6,-541.6,-780,-780,-780,-508.1,-508.1,-508.1
691,-716.3,-716.3,-716.3,-831.4,-831.4,-831.4,-730.6,-730.6,-730.6,-656.6,-656.6,-656.6,-828.4,-828.4,-828.4,-489.7,-489.7,-489.7
692,-723.8,-723.8,-723.8,-794,-794,-794,-640.9,-640.9,-640.9,-657.8,-657.8,-657.8,-796.2,-796.2,-796.2,-489,-489,-489
693,-662.9,-662.9,-662.9,-868.9,-868.9,-868.9,-699.9,-699.9,-699.9,-674.5,-674.5,-674.5,-911.7,-911.7,-911.7,-473.6,-473.6,-473.6
694,-784.6,-784.6,-784.6,-958.6,-958.6,-958.6,-591.2,-591.2,-591.2,-600.6,-600.6,-600.6,-738.5,-738.5,-738.5,-492.4,-492.4,-492.4
695,-791.3,-791.3,-791.3,-866.2,-866.2,-866.2,-745.5,-745.5,-745.5,-579,-579,-579,-707.5,-707.5,-707.5,-483.8,-483.8,-483.8
696,-714.8,-714.8,-714.8,-879.3,-879.3,-879.3,-594.1,-594.1,-594.1,-449.2,-449.2,-449.2,-857.4,-857.4,-857.4,-559.4,-559.4,-559.4
697,-850,-850,-850,-852.5,-852.5,-852.5,-736.7,-736.7,-736.7,-578.7,-578.7,-578.7,-891.7,-891.7,-891.7,-491.4,-491.4,-491.4
698,-684.2,-684.2,-684.2,-797.3,-797.3,-797.3,-714.8,-714.8,-714.8,-597,-597,-597,-845.2,-845.2,-845.2,-521.6,-521.6,-521.6
699,-789.4,-789.4,-789.4,-818.8,-818.8,-818.8,-638.1,-638.1,-638.1,-509.3,-509.3,-509.3,-754.2,-754.2,-754.2,-500.1,-500.1,-500.1
700,-773.6,-773.6,-773.6,-972.1,-972.1,-972.1,-592.2,-592.2,-592.2,-609.4,-609.4,-609.4,-860.3,-860.3,-860.3,-410.1,-410.1,-410.1
701,-701.6,-701.6,-701.6,-972.2,-972.2,-972.2,-718.9,-718.9,-718.9,-536.3,-536.3,-536.3,-625.9,-625.9,-625.9,-521.6,-521.6,-521.6
702,-750.8,-750.8,-750.8,-814.7,-814.7,-814.7,-667,-667,-667,-506.2,-506.2,-506.2,-754.6,-754.6,-754.6,-495.9,-495.9,-495.9
703,-699.2,-699.2,-699.2,-787,-787,-787,-888.2,-888.2,-888.2,-542.1,-542.1,-542.1,-696.6,-696.6,-696.6,-480.7,-480.7,-480.7
704,-621.6,-621.6,-621.6,-837.7,-837.7,-837.7,-652.6,-652.6,-652.6,-514.6,-514.6,-514.6,-787.7,-787.7,-787.7,-476.3,-476.3,-476.3
705,-697.5,-697.5,-697.5,-958.5,-958.5,-958.5,-655.6,-655.6,-655.6,-588.2,-588.2,-588.2,-844.5,-844.5,-844.5,-524.1,-524.1,-524.1
706,-792.1,-792.1,-792.1,-973.2,-973.2,-973.2,-678.7,-678.7,-678.7,-564.6,-564.6,-564.6,-646.5,-646.5,-646.5,-488.1,-488.1,-488.1
707,-758.2,-758.2,-758.2,-799.8,-799.8,-799.8,-614.1,-614.1,-614.1,-625,-625,-625,-800.6,-800.6,-800.6,-548.3,-548.3,-548.3
708,-707.4,-707.4,-707.4,-850.3,-850.3,-850.3,-752.2,-752.2,-752.2,-579.5,-579.5,-579.5,-637.3,-637.3,-637.3,-535.7,-535.7,-535.7
709,-749,-749,-749,-933.2,-933.2,-933.2,-885.2,-885.2,-885.2,-674.9,-674.9,-674.9,-834,-834,-834,-553,-553,-553
710,-646.4,-646.4,-646.4,-929.1,-929.1,-929.1,-716,-716,-716,-577.1,-577.1,-577.1,-654.8,-654.8,-654.8,-499.5,-499.5,-499.5
711,-796.9,-796.9,-796.9,-846.2,-846.2,-846.2,-704.8,-704.8,-704.8,-489.6,-489.6,-489.6,-784.1,-784.1,-784.1,-498.5,-498.5,-498.5
712,-684.8,-684.8,-684.8,-779.3,-779.3,-779.3,-765.5,-765.5,-765.5,-537.4,-537.4,-537.4,-826.5,-826.5,-826.5,-537.8,-537.8,-537.8
713,-849.4,-849.4,-849.4,-945.1,-945.1,-945.1,-657.6,-657.6,-657.6,-642.5,-642.5,-642.5,-736.9,-736.9,-736.9,-448.1,-448.1,-448.1
714,-748.9,-748.9,-748.9,-905.7,-905.7,-905.7,-693,-693,-693,-593.6,-593.6,-593.6,-775.4,-775.4,-775.4,-550.9,-550.9,-550.9
715,-785.1,-785.1,-785.1,-823.4,-823.4,-823.4,-669,-669,-669,-655.9,-655.9,-655.9,-756.5,-756.5,-756.5,-526,-526,-526
716,-620.3,-620.3,-620.3,-861.2,-861.2,-861.2,-690.7,-690.7,-690.7,-608.5,-608.5,-608.5,-750.7,-750.7,-750.7,-512.9,-512.9,-512.9
717,-639.7,-639.7,-639.7,-884.7,-884.7,-884.7,-629.8,-629.8,-629.8,-663.2,-663.2,-663.2,-798.3,-798.3,-798.3,-500.2,-500.2,-500.2
718,-642.4,-642.4,-642.4,-779.4,-779.4,-779.4,-549.2,-549.2,-549.2,-557.8,-557.8,-557.8,-629.8,-629.8,-629.8,-506.4,-506.4,-506.4
719,-656.2,-656.2,-656.2,-974.2,-974.2,-974.2,-784,-784,-784,-586.8,-586.8,-586.8,-687.6,-687.6,-687.6,-435.7,-435.7,-435.7
720,-711.8,-711.8,-711.8,-928.4,-928.4,-928.4,-730.6,-730.6,-730.6,-560.2,-560.2,-560.2,-796.4,-796.4,-796.4,-543,-543,-543
721,-859.1,-859.1,-859.1,-875.9,-875.9,-875.9,-712.9,-712.9,-712.9,-648.1,-648.1,-648.1,-789.6,-789.6,-789.6,-542.7,-542.7,-542.7
722,-641,-641,-641,-845.2,-845.2,-845.2,-712.1,-712.1,-712.1,-511.8,-511.8,-511.8,-786.9,-786.9,-786.9,-478.1,-478.1,-478.1
723,-756.9,-756.9,-756.9,-923,-923,-923,-763,-763,-763,-554.7,-554.7,-554.7,-713.2,-713.2,-713.2,-478.8,-478.8,-478.8
