epoch,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MAX
582,-601.6,-601.6,-601.6,-610.3,-610.3,-610.3,-505.3,-505.3,-505.3,-769.1,-769.1,-769.1,-403.5,-403.5,-403.5,-695,-695,-695
583,-620.1,-620.1,-620.1,-650.1,-650.1,-650.1,-438.3,-438.3,-438.3,-718.9,-718.9,-718.9,-391.3,-391.3,-391.3,-628.9,-628.9,-628.9
584,-724.2,-724.2,-724.2,-611.4,-611.4,-611.4,-587.2,-587.2,-587.2,-682.6,-682.6,-682.6,-443.9,-443.9,-443.9,-765.3,-765.3,-765.3
585,-662.9,-662.9,-662.9,-533.9,-533.9,-533.9,-566,-566,-566,-715.2,-715.2,-715.2,-393.8,-393.8,-393.8,-760,-760,-760
586,-750,-750,-750,-603,-603,-603,-440.7,-440.7,-440.7,-688.9,-688.9,-688.9,-417.2,-417.2,-417.2,-708,-708,-708
587,-645.5,-645.5,-645.5,-687.6,-687.6,-687.6,-500,-500,-500,-759.9,-759.9,-759.9,-412.3,-412.3,-412.3,-702.9,-702.9,-702.9
588,-668.3,-668.3,-668.3,-694.1,-694.1,-694.1,-454.6,-454.6,-454.6,-685.7,-685.7,-685.7,-456.2,-456.2,-456.2,-728.8,-728.8,-728.8
589,-744.2,-744.2,-744.2,-594.4,-594.4,-594.4,-454,-454,-454,-649.4,-649.4,-649.4,-438.7,-438.7,-438.7,-745.8,-745.8,-745.8
590,-614.8,-614.8,-614.8,-678.4,-678.4,-678.4,-458.3,-458.3,-458.3,-617.2,-617.2,-617.2,-442.9,-442.9,-442.9,-754.1,-754.1,-754.1
591,-771.3,-771.3,-771.3,-688.3,-688.3,-688.3,-527.9,-527.9,-527.9,-723.5,-723.5,-723.5,-459.2,-459.2,-459.2,-645.8,-645.8,-645.8
592,-613.4,-613.4,-613.4,-681.8,-681.8,-681.8,-476.8,-476.8,-476.8,-653.3,-653.3,-653.3,-397.4,-397.4,-397.4,-672.5,-672.5,-672.5
593,-671.2,-671.2,-671.2,-695.5,-695.5,-695.5,-569.4,-569.4,-569.4,-751.1,-751.1,-751.1,-412.1,-412.1,-412.1,-697.2,-697.2,-697.2
594,-734.1,-734.1,-734.1,-609.6,-609.6,-609.6,-493,-493,-493,-715.7,-715.7,-715.7,-474.6,-474.6,-474.6,-682.5,-682.5,-682.5
595,-697.3,-697.3,-697.3,-628.9,-628.9,-628.9,-497.2,-497.2,-497.2,-773.9,-773.9,-773.9,-415.1,-415.1,-415.1,-708.7,-708.7,-708.7
596,-663.8,-663.8,-663.8,-621.3,-621.3,-621.3,-542.6,-542.6,-542.6,-708,-708,-708,-429.8,-429.8,-429.8,-760.6,-760.6,-760.6
597,-638.6,-638.6,-638.6,-585.3,-585.3,-585.3,-499.4,-499.4,-499.4,-615.8,-615.8,-615.8,-432,-432,-432,-623.4,-623.4,-623.4
598,-640.5,-640.5,-640.5,-657.1,-657.1,-657.1,-402.4,-402.4,-402.4,-676.3,-676.3,-676.3,-413.8,-413.8,-413.8,-746.1,-746.1,-746.1
599,-723.5,-723.5,-723.5,-697,-697,-697,-478.8,-478.8,-478.8,-676.7,-676.7,-676.7,-460.7,-460.7,-460.7,-665.4,-665.4,-665.4
600,-686,-686,-686,-587.9,-587.9,-587.9,-502.2,-502.2,-502.2,-766.6,-766.6,-766.6,-430.2,-430.2,-430.2,-709.4,-709.4,-709.4
601,-679,-679,-679,-673.9,-673.9,-673.9,-464.4,-464.4,-464.4,-713.4,-713.4,-713.4,-421.7,-421.7,-421.7,-681.2,-681.2,-681.2
602,-734.5,-734.5,-734.5,-687.9,-687.9,-687.9,-458,-458,-458,-623.1,-623.1,-623.1,-425,-425,-425,-642.7,-642.7,-642.7
603,-583.5,-583.5,-583.5,-538.8,-538.8,-538.8,-499.1,-499.1,-499.1,-691,-691,-691,-484.3,-484.3,-484.3,-658.1,-658.1,-658.1
604,-633.2,-633.2,-633.2,-640.9,-640.9,-640.9,-558.6,-558.6,-558.6,-666.4,-666.4,-666.4,-377.3,-377.3,-377.3,-702.1,-702.1,-702.1
605,-761.3,-761.3,-761.3,-567.1,-567.1,-567.1,-460.3,-460.3,-460.3,-739.7,-739.7,-739.7,-451.9,-451.9,-451.9,-593.8,-593.8,-593.8
606,-645.6,-645.6,-645.6,-613.5,-613.5,-613.5,-529.1,-529.1,-529.1,-722.4,-722.4,-722.4,-377.2,-377.2,-377.2,-711.5,-711.5,-711.5
607,-580.5,-580.5,-580.5,-601.3,-601.3,-601.3,-433.8,-433.8,-433.8,-740.5,-740.5,-740.5,-420.8,-420.8,-420.8,-694.6,-694.6,-694.6
608,-790.7,-790.7,-790.7,-520.9,-520.9,-520.9,-506.3,-506.3,-506.3,-592.4,-592.4,-592.4,-439.1,-439.1,-439.1,-687.8,-687.8,-687.8
609,-613.4,-613.4,-613.4,-637.7,-637.7,-637.7,-458.1,-458.1,-458.1,-657.8,-657.8,-657.8,-427.8,-427.8,-427.8,-714.2,-714.2,-714.2
610,-708.5,-708.5,-708.5,-665.2,-665.2,-665.2,-477,-477,-477,-747.9,-747.9,-747.9,-408.6,-408.6,-408.6,-714.7,-714.7,-714.7
611,-606.8,-606.8,-606.8,-605.9,-605.9,-605.9,-474.6,-474.6,-474.6,-672.8,-672.8,-672.8,-432.9,-432.9,-432.9,-753.7,-753.7,-753.7
612,-797.4,-797.4,-797.4,-624.4,-624.4,-624.4,-493.3,-493.3,-493.3,-671.9,-671.9,-671.9,-416.3,-416.3,-416.3,-747.9,-747.9,-747.9
613,-739.5,-739.5,-739.5,-652.8,-652.8,-652.8,-488.1,-488.1,-488.1,-686.6,-686.6,-686.6,-404.3,-404.3,-404.3,-607.8,-607.8,-607.8
614,-653.4,-653.4,-653.4,-549.6,-549.6,-549.6,-475,-475,-475,-689.2,-689.2,-689.2,-434,-434,-434,-674.8,-674.8,-674.8
615,-606.3,-606.3,-606.3,-584.4,-584.4,-584.4,-498.6,-498.6,-498.6,-668.7,-668.7,-668.7,-426.7,-426.7,-426.7,-718.1,-718.1,-718.1
616,-708,-708,-708,-693.6,-693.6,-693.6,-464.2,-464.2,-464.2,-615.2,-615.2,-615.2,-409.6,-409.6,-409.6,-643,-643,-643
617,-639.6,-639.6,-639.6,-585.8,-585.8,-585.8,-483.1,-483.1,-483.1,-742.1,-742.1,-742.1,-407.3,-407.3,-407.3,-748.6,-748.6,-748.6
618,-720.1,-720.1,-720.1,-605.6,-605.6,-605.6,-474.4,-474.4,-474.4,-691.5,-691.5,-691.5,-417.9,-417.9,-417.9,-747.1,-747.1,-747.1
619,-652.3,-652.3,-652.3,-691.6,-691.6,-691.6,-450,-450,-450,-718.1,-718.1,-718.1,-436.1,-436.1,-436.1,-676.4,-676.4,-676.4
620,-587.3,-587.3,-587.3,-635.3,-635.3,-635.3,-449.3,-449.3,-449.3,-698.1,-698.1,-698.1,-439.2,-439.2,-439.2,-540.4,-540.4,-540.4
621,-653.6,-653.6,-653.6,-633.4,-633.4,-633.4,-468.5,-468.5,-468.5,-650.1,-650.1,-650.1,-392.6,-392.6,-392.6,-633.4,-633.4,-633.4
622,-666.4,-666.4,-666.4,-717.8,-717.8,-717.8,-481.7,-481.7,-481.7,-638,-638,-638,-429.4,-429.4,-429.4,-694.3,-694.3,-694.3
623,-721.3,-721.3,-721.3,-676.4,-676.4,-676.4,-481,-481,-481,-757.3,-757.3,-757.3,-424.5,-424.5,-424.5,-659,-659,-659
624,-750.9,-750.9,-750.9,-616.6,-616.6,-616.6,-507.5,-507.5,-507.5,-667,-667,-667,-442.4,-442.4,-442.4,-723.6,-723.6,-723.6
625,-679.6,-679.6,-679.6,-632.5,-632.5,-632.5,-517,-517,-517,-639.6,-639.6,-639.6,-419.2,-419.2,-419.2,-675.8,-675.8,-675.8
626,-713.5,-713.5,-713.5,-636.3,-636.3,-636.3,-535,-535,-535,-722.9,-722.9,-722.9,-393.9,-393.9,-393.9,-636.1,-636.1,-636.1
627,-606.2,-606.2,-606.2,-608.8,-608.8,-608.8,-555.2,-555.2,-555.2,-630.1,-630.1,-630.1,-443,-443,-443,-640,-640,-640
628,-714.7,-714.7,-714.7,-597.9,-597.9,-597.9,-475.7,-475.7,-475.7,-641.5,-641.5,-641.5,-397.8,-397.8,-397.8,-680.4,-680.4,-680.4
629,-648.4,-648.4,-648.4,-633.2,-633.2,-633.2,-512.6,-512.6,-512.6,-771.9,-771.9,-771.9,-394.9,-394.9,-394.9,-686.4,-686.4,-686.4
630,-686.8,-686.8,-686.8,-595.7,-595.7,-595.7,-445.7,-445.7,-445.7,-677.8,-677.8,-677.8,-442.7,-442.7,-442.7,-725,-725,-725
631,-583.3,-583.3,-583.3,-612,-612,-612,-478,-478,-478,-661.4,-661.4,-661.4,-434.4,-434.4,-434.4,-739.2,-739.2,-739.2
632,-633,-633,-633,-688,-688,-688,-451.6,-451.6,-451.6,-760.9,-760.9,-760.9,-396.8,-396.8,-396.8,-682.2,-682.2,-682.2
633,-736.5,-736.5,-736.5,-645,-645,-645,-431.7,-431.7,-431.7,-626.5,-626.5,-626.5,-381.8,-381.8,-381.8,-747.8,-747.8,-747.8
634,-648.3,-648.3,-648.3,-616,-616,-616,-449.8,-449.8,-449.8,-609.5,-609.5,-609.5,-422,-422,-422,-661,-661,-661
635,-686.9,-686.9,-686.9,-601.8,-601.8,-601.8,-444.4,-444.4,-444.4,-607.2,-607.2,-607.2,-408.9,-408.9,-408.9,-680.4,-680.4,-680.4
636,-793.3,-793.3,-793.3,-592,-592,-592,-553.9,-553.9,-553.9,-742.6,-742.6,-742.6,-337.5,-337.5,-337.5,-596.4,-596.4,-596.4
637,-664.8,-664.8,-664.8,-605.6,-605.6,-605.6,-474.7,-474.7,-474.7,-659.5,-659.5,-659.5,-442.6,-442.6,-442.6,-711.8,-711.8,-711.8
638,-738.1,-738.1,-738.1,-688.7,-688.7,-688.7,-487.2,-487.2,-487.2,-674.7,-674.7,-674.7,-435.5,-435.5,-435.5,-733.1,-733.1,-733.1
639,-737.4,-737.4,-737.4,-668.6,-668.6,-668.6,-469.1,-469.1,-469.1,-715,-715,-715,-449.7,-449.7,-449.7,-618,-618,-618
640,-604.1,-604.1,-604.1,-618.3,-618.3,-618.3,-469.3,-469.3,-469.3,-676.5,-676.5,-676.5,-404.7,-404.7,-404.7,-669.9,-669.9,-669.9
641,-563.5,-563.5,-563.5,-714.1,-714.1,-714.1,-511.1,-511.1,-511.1,-685.1,-685.1,-685.1,-386.4,-386.4,-386.4,-721.8,-721.8,-721.8
642,-685.1,-685.1,-685.1,-633.1,-633.1,-633.1,-480.8,-480.8,-480.8,-710.1,-710.1,-710.1,-442.9,-442.9,-442.9,-710.3,-710.3,-710.3
643,-657.4,-657.4,-657.4,-654.7,-654.7,-654.7,-500.9,-500.9,-500.9,-551.2,-551.2,-551.2,-360.9,-360.9,-360.9,-772.3,-772.3,-772.3
644,-611.1,-611.1,-611.1,-781.1,-781.1,-781.1,-413.9,-413.9,-413.9,-648.9,-648.9,-648.9,-423,-423,-423,-678.8,-678.8,-678.8
645,-602.7,-602.7,-602.7,-629.8,-629.8,-629.8,-401.6,-401.6,-401.6,-690.7,-690.7,-690.7,-486.1,-486.1,-486.1,-746.9,-746.9,-746.9
646,-667.9,-667.9,-667.9,-668.9,-668.9,-668.9,-506,-506,-506,-693.3,-693.3,-693.3,-354.6,-354.6,-354.6,-747.9,-747.9,-747.9
647,-696.6,-696.6,-696.6,-628.5,-628.5,-628.5,-508.7,-508.7,-508.7,-749.1,-749.1,-749.1,-430.3,-430.3,-430.3,-727,-727,-727
648,-696.3,-696.3,-696.3,-629.6,-629.6,-629.6,-466.1,-466.1,-466.1,-724.2,-724.2,-724.2,-417,-417,-417,-647.2,-647.2,-647.2
649,-606.6,-606.6,-606.6,-656,-656,-656,-478.5,-478.5,-478.5,-687,-687,-687,-432.9,-432.9,-432.9,-721.7,-721.7,-721.7
650,-668.1,-668.1,-668.1,-591.2,-591.2,-591.2,-516.5,-516.5,-516.5,-690.9,-690.9,-690.9,-393.2,-393.2,-393.2,-715.9,-715.9,-715.9
651,-618.7,-618.7,-618.7,-687.4,-687.4,-687.4,-510.8,-510.8,-510.8,-697.2,-697.2,-697.2,-417,-417,-417,-726.1,-726.1,-726.1
652,-652.7,-652.7,-652.7,-664.5,-664.5,-664.5,-483.4,-483.4,-483.4,-690.3,-690.3,-690.3,-393.3,-393.3,-393.3,-702.4,-702.4,-702.4
653,-698.6,-698.6,-698.6,-717.1,-717.1,-717.1,-494.6,-494.6,-494.6,-706.2,-706.2,-706.2,-382.5,-382.5,-382.5,-736.5,-736.5,-736.5
654,-709.1,-709.1,-709.1,-615.2,-615.2,-615.2,-479.4,-479.4,-479.4,-648.6,-648.6,-648.6,-384.6,-384.6,-384.6,-731.2,-731.2,-731.2
655,-653.1,-653.1,-653.1,-614.5,-614.5,-614.5,-454.6,-454.6,-454.6,-658.8,-658.8,-658.8,-422.3,-422.3,-422.3,-652.1,-652.1,-652.1
656,-621,-621,-621,-613.4,-613.4,-613.4,-460.6,-460.6,-460.6,-618.6,-618.6,-618.6,-422.1,-422.1,-422.1,-663,-663,-663
657,-720.1,-720.1,-720.1,-527.4,-527.4,-527.4,-543,-543,-543,-714.5,-714.5,-714.5,-414.9,-414.9,-414.9,-693.2,-693.2,-693.2
658,-661.6,-661.6,-661.6,-651.8,-651.8,-651.8,-436.1,-436.1,-436.1,-678,-678,-678,-403.8,-403.8,-403.8,-765.9,-765.9,-765.9
659,-562.4,-562.4,-562.4,-581.7,-581.7,-581.7,-520.8,-520.8,-520.8,-680.6,-680.6,-680.6,-459.3,-459.3,-459.3,-643.9,-643.9,-643.9
660,-654.1,-654.1,-654.1,-646.5,-646.5,-646.5,-475.6,-475.6,-475.6,-710.1,-710.1,-710.1,-497.7,-497.7,-497.7,-766.9,-766.9,-766.9
661,-647.3,-647.3,-647.3,-622.7,-622.7,-622.7,-567.2,-567.2,-567.2,-690.7,-690.7,-690.7,-363.4,-363.4,-363.4,-680,-680,-680
662,-651.1,-651.1,-651.1,-620,-620,-620,-464.5,-464.5,-464.5,-697.6,-697.6,-697.6,-390.5,-390.5,-390.5,-709.9,-709.9,-709.9
663,-687.3,-687.3,-687.3,-700.9,-700.9,-700.9,-447.7,-447.7,-447.7,-691,-691,-691,-437.5,-437.5,-437.5,-652.3,-652.3,-652.3
664,-554.2,-554.2,-554.2,-524.7,-524.7,-524.7,-494.5,-494.5,-494.5,-691,-691,-691,-408.6,-408.6,-408.6,-724.3,-724.3,-724.3
665,-639,-639,-639,-603.6,-603.6,-603.6,-461.4,-461.4,-461.4,-667.6,-667.6,-667.6,-436.8,-436.8,-436.8,-701.7,-701.7,-701.7
666,-698.5,-698.5,-698.5,-566.5,-566.5,-566.5,-482.1,-482.1,-482.1,-648.4,-648.4,-648.4,-459.8,-459.8,-459.8,-681.9,-681.9,-681.9
667,-677,-677,-677,-625.8,-625.8,-625.8,-401.9,-401.9,-401.9,-735,-735,-735,-419.5,-419.5,-419.5,-776,-776,-776
668,-588.3,-588.3,-588.3,-672.3,-672.3,-672.3,-431.4,-431.4,-431.4,-747.3,-747.3,-747.3,-395.3,-395.3,-395.3,-701.8,-701.8,-701.8
669,-618.7,-618.7,-618.7,-607.4,-607.4,-607.4,-476.1,-476.1,-476.1,-801.6,-801.6,-801.6,-536.2,-536.2,-536.2,-715,-715,-715
670,-678.5,-678.5,-678.5,-640.5,-640.5,-640.5,-466.2,-466.2,-466.2,-716,-716,-716,-490,-490,-490,-682.3,-682.3,-682.3
671,-625.8,-625.8,-625.8,-634.1,-634.1,-634.1,-392.7,-392.7,-392.7,-656.8,-656.8,-656.8,-481.5,-481.5,-481.5,-696.6,-696.6,-696.6
672,-589.9,-589.9,-589.9,-549.1,-549.1,-549.1,-456.1,-456.1,-456.1,-691.5,-691.5,-691.5,-443.1,-443.1,-443.1,-690,-690,-690
673,-629.5,-629.5,-629.5,-554.2,-554.2,-554.2,-485.8,-485.8,-485.8,-690,-690,-690,-423,-423,-423,-721.5,-721.5,-721.5
674,-647.5,-647.5,-647.5,-610.9,-610.9,-610.9,-473.6,-473.6,-473.6,-709,-709,-709,-484,-484,-484,-685.6,-685.6,-685.6
675,-635.8,-635.8,-635.8,-579.4,-579.4,-579.4,-442.1,-442.1,-442.1,-675.3,-675.3,-675.3,-392.7,-392.7,-392.7,-653.4,-653.4,-653.4
676,-632.6,-632.6,-632.6,-655.4,-655.4,-655.4,-436.1,-436.1,-436.1,-703.9,-703.9,-703.9,-433.6,-433.6,-433.6,-747.2,-747.2,-747.2
677,-675,-675,-675,-651.4,-651.4,-651.4,-520.8,-520.8,-520.8,-741.2,-741.2,-741.2,-384,-384,-384,-678.8,-678.8,-678.8
678,-701.9,-701.9,-701.9,-668.5,-668.5,-668.5,-471.7,-471.7,-471.7,-644.7,-644.7,-644.7,-471.5,-471.5,-471.5,-666.4,-666.4,-666.4
679,-556.4,-556.4,-556.4,-714.7,-714.7,-714.7,-499.2,-499.2,-499.2,-628.5,-628.5,-628.5,-423.5,-423.5,-423.5,-656.4,-656.4,-656.4
680,-612.4,-612.4,-612.4,-685.7,-685.7,-685.7,-424.9,-424.9,-424.9,-734.1,-734.1,-734.1,-405.3,-405.3,-405.3,-669.4,-669.4,-669.4
681,-614.2,-614.2,-614.2,-635.8,-635.8,-635.8,-502.2,-502.2,-502.2,-669.9,-669.9,-669.9,-414.5,-414.5,-414.5,-729.9,-729.9,-729.9
682,-603.2,-603.2,-603.2,-590.4,-590.4,-590.4,-476,-476,-476,-755.7,-755.7,-755.7,-461.2,-461.2,-461.2,-620.4,-620.4,-620.4
683,-648.1,-648.1,-648.1,-592.9,-592.9,-592.9,-497.2,-497.2,-497.2,-679.1,-679.1,-679.1,-464.5,-464.5,-464.5,-658.6,-658.6,-658.6
684,-664.5,-664.5,-664.5,-752,-752,-752,-491.8,-491.8,-491.8,-678.3,-678.3,-678.3,-409.8,-409.8,-409.8,-741.5,-741.5,-741.5
685,-672.6,-672.6,-672.6,-608.7,-608.7,-608.7,-445.9,-445.9,-445.9,-694.8,-694.8,-694.8,-379.3,-379.3,-379.3,-725.5,-725.5,-725.5
686,-638,-638,-638,-685.8,-685.8,-685.8,-469.5,-469.5,-469.5,-786.2,-786.2,-786.2,-422.8,-422.8,-422.8,-755.8,-755.8,-755.8
687,-612.9,-612.9,-612.9,-654.5,-654.5,-654.5,-493.5,-493.5,-493.5,-663.8,-663.8,-663.8,-519.1,-519.1,-519.1,-638.6,-638.6,-638.6
688,-703.9,-703.9,-703.9,-587.7,-587.7,-587.7,-384.8,-384.8,-384.8,-683.6,-683.6,-683.6,-423.7,-423.7,-423.7,-666.5,-666.5,-666.5
689,-701.6,-701.6,-701.6,-594.1,-594.1,-594.1,-456.3,-456.3,-456.3,-737.4,-737.4,-737.4,-412.7,-412.7,-412.7,-693.4,-693.4,-693.4
690,-607,-607,-607,-572.9,-572.9,-572.9,-462.2,-462.2,-462.2,-651.6,-651.6,-651.6,-478.3,-478.3,-478.3,-699.7,-699.7,-699.7
691,-610.9,-610.9,-610.9,-546.9,-546.9,-546.9,-455.4,-455.4,-455.4,-747.5,-747.5,-747.5,-461.2,-461.2,-461.2,-718.6,-718.6,-718.6
692,-525.7,-525.7,-525.7,-511.3,-511.3,-511.3,-520,-520,-520,-683.5,-683.5,-683.5,-429.7,-429.7,-429.7,-676,-676,-676
693,-749,-749,-749,-665,-665,-665,-485,-485,-485,-747.3,-747.3,-747.3,-386.4,-386.4,-386.4,-728.3,-728.3,-728.3
694,-575.9,-575.9,-575.9,-587.4,-587.4,-587.4,-564.6,-564.6,-564.6,-686.8,-686.8,-686.8,-399.6,-399.6,-399.6,-685.3,-685.3,-685.3
695,-660.2,-660.2,-660.2,-519.4,-519.4,-519.4,-473,-473,-473,-726.9,-726.9,-726.9,-473.4,-473.4,-473.4,-715,-715,-715
696,-530.4,-530.4,-530.4,-652,-652,-652,-576.8,-576.8,-576.8,-729,-729,-729,-452.6,-452.6,-452.6,-692.2,-692.2,-692.2
697,-693.2,-693.2,-693.2,-562,-562,-562,-462.9,-462.9,-462.9,-725.1,-725.1,-725.1,-380.9,-380.9,-380.9,-710.2,-710.2,-710.2
698,-577.7,-577.7,-577.7,-660,-660,-660,-525.5,-525.5,-525.5,-739.3,-739.3,-739.3,-403.4,-403.4,-403.4,-749.7,-749.7,-749.7
699,-625.4,-625.4,-625.4,-650.8,-650.8,-650.8,-445.6,-445.6,-445.6,-692.4,-692.4,-692.4,-439.9,-439.9,-439.9,-690.2,-690.2,-690.2
700,-621,-621,-621,-587.1,-587.1,-587.1,-454.1,-454.1,-454.1,-648.7,-648.7,-648.7,-452.2,-452.2,-452.2,-685.6,-685.6,-685.6
701,-599.2,-599.2,-599.2,-545.7,-545.7,-545.7,-451.9,-451.9,-451.9,-716.7,-716.7,-716.7,-422.4,-422.4,-422.4,-688.4,-688.4,-688.4
702,-798.6,-798.6,-798.6,-724.1,-724.1,-724.1,-458.1,-458.1,-458.1,-704.8,-704.8,-704.8,-438.8,-438.8,-438.8,-665.2,-665.2,-665.2
703,-592.3,-592.3,-592.3,-665.1,-665.1,-665.1,-510.5,-510.5,-510.5,-685.6,-685.6,-685.6,-392,-392,-392,-704.5,-704.5,-704.5
704,-755.3,-755.3,-755.3,-548.2,-548.2,-548.2,-393.4,-393.4,-393.4,-708.3,-708.3,-708.3,-435.8,-435.8,-435.8,-741.7,-741.7,-741.7
705,-623.9,-623.9,-623.9,-534.8,-534.8,-534.8,-448.9,-448.9,-448.9,-671.6,-671.6,-671.6,-468.9,-468.9,-468.9,-766.7,-766.7,-766.7
706,-688.5,-688.5,-688.5,-682.1,-682.1,-682.1,-442.6,-442.6,-442.6,-698.2,-698.2,-698.2,-470.4,-470.4,-470.4,-690.5,-690.5,-690.5
707,-692.3,-692.3,-692.3,-699.7,-699.7,-699.7,-413.5,-413.5,-413.5,-747.7,-747.7,-747.7,-508.8,-508.8,-508.8,-728.3,-728.3,-728.3
708,-665.4,-665.4,-665.4,-633.4,-633.4,-633.4,-433.8,-433.8,-433.8,-697.9,-697.9,-697.9,-443.1,-443.1,-443.1,-660,-660,-660
709,-547.3,-547.3,-547.3,-634.4,-634.4,-634.4,-433,-433,-433,-775.3,-775.3,-775.3,-387.3,-387.3,-387.3,-687.4,-687.4,-687.4
710,-597,-597,-597,-608.5,-608.5,-608.5,-404.5,-404.5,-404.5,-582,-582,-582,-449.5,-449.5,-449.5,-722.1,-722.1,-722.1
711,-629.7,-629.7,-629.7,-636.9,-636.9,-636.9,-465.3,-465.3,-465.3,-619,-619,-619,-406.6,-406.6,-406.6,-619.1,-619.1,-619.1
712,-639.9,-639.9,-639.9,-593.7,-593.7,-593.7,-438.8,-438.8,-438.8,-681.3,-681.3,-681.3,-404,-404,-404,-757.8,-757.8,-757.8
713,-570.4,-570.4,-570.4,-591.7,-591.7,-591.7,-513.9,-513.9,-513.9,-748.6,-748.6,-748.6,-472.9,-472.9,-472.9,-708.5,-708.5,-708.5
714,-728.1,-728.1,-728.1,-724,-724,-724,-494.1,-494.1,-494.1,-700.1,-700.1,-700.1,-413.3,-413.3,-413.3,-666.2,-666.2,-666.2
715,-658.8,-658.8,-658.8,-554.6,-554.6,-554.6,-538.8,-538.8,-538.8,-687.4,-687.4,-687.4,-421.1,-421.1,-421.1,-713.2,-713.2,-713.2
716,-575.9,-575.9,-575.9,-645.5,-645.5,-645.5,-425.2,-425.2,-425.2,-684.5,-684.5,-684.5,-410.2,-410.2,-410.2,-675.8,-675.8,-675.8
717,-700.2,-700.2,-700.2,-704.5,-704.5,-704.5,-458.2,-458.2,-458.2,-692.3,-692.3,-692.3,-410.2,-410.2,-410.2,-687.1,-687.1,-687.1
718,-605.5,-605.5,-605.5,-620.8,-620.8,-620.8,-472.9,-472.9,-472.9,-713.9,-713.9,-713.9,-411.8,-411.8,-411.8,-650.7,-650.7,-650.7
719,-661.4,-661.4,-661.4,-500.5,-500.5,-500.5,-435.1,-435.1,-435.1,-706.5,-706.5,-706.5,-432.2,-432.2,-432.2,-632.8,-632.8,-632.8
720,-620.3,-620.3,-620.3,-618.3,-618.3,-618.3,-461.2,-461.2,-461.2,-653.9,-653.9,-653.9,-436,-436,-436,-685.3,-685.3,-685.3
721,-670,-670,-670,-707.5,-707.5,-707.5,-420.8,-420.8,-420.8,-683.1,-683.1,-683.1,-449.5,-449.5,-449.5,-743.3,-743.3,-743.3
722,-619.1,-619.1,-619.1,-631.7,-631.7,-631.7,-494.2,-494.2,-494.2,-685.4,-685.4,-685.4,-368.3,-368.3,-368.3,-664.3,-664.3,-664.3
723,-690.2,-690.2,-690.2,-645.9,-645.9,-645.9,-447.7,-447.7,-447.7,-805.2,-805.2,-805.2,-445.7,-445.7,-445.7,-675,-675,-675
724,-632.9,-632.9,-632.9,-590.4,-590.4,-590.4,-417.5,-417.5,-417.5,-680.3,-680.3,-680.3,-450.8,-450.8,-450.8,-727.3,-727.3,-727.3
725,-589.8,-589.8,-589.8,-708.2,-708.2,-708.2,-388.4,-388.4,-388.4,-679.8,-679.8,-679.8,-489.7,-489.7,-489.7,-566.5,-566.5,-566.5
726,-665,-665,-665,-542.9,-542.9,-542.9,-412.8,-412.8,-412.8,-684.8,-684.8,-684.8,-441.4,-441.4,-441.4,-730,-730,-730
727,-693.8,-693.8,-693.8,-633.4,-633.4,-633.4,-454,-454,-454,-697.2,-697.2,-697.2,-419.2,-419.2,-419.2,-760,-760,-760
728,-637.8,-637.8,-637.8,-585,-585,-585,-550.3,-550.3,-550.3,-752.5,-752.5,-752.5,-330.4,-330.4,-330.4,-667.4,-667.4,-667.4
729,-603.9,-603.9,-603.9,-608.6,-608.6,-608.6,-472.2,-472.2,-472.2,-748.2,-748.2,-748.2,-395,-395,-395,-637.9,-637.9,-637.9
730,-550.2,-550.2,-550.2,-544.8,-544.8,-544.8,-506.1,-506.1,-506.1,-722.1,-722.1,-722.1,-484.5,-484.5,-484.5,-701.6,-701.6,-701.6
731,-534.9,-534.9,-534.9,-697,-697,-697,-461.8,-461.8,-461.8,-626,-626,-626,-370.7,-370.7,-370.7,-713.7,-713.7,-713.7
732,-603,-603,-603,-568.5,-568.5,-568.5,-432.7,-432.7,-432.7,-839.1,-839.1,-839.1,-386.8,-386.8,-386.8,-722.5,-722.5,-722.5
