"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MAX"
"548","-507.5","-507.5","-507.5","-262.1","-262.1","-262.1","-411.8","-411.8","-411.8","-409.1","-409.1","-409.1","-227.3","-227.3","-227.3","-512.3","-512.3","-512.3"
"549","-580.6","-580.6","-580.6","-273.3","-273.3","-273.3","-381.8","-381.8","-381.8","-390.3","-390.3","-390.3","-224.6","-224.6","-224.6","-468.3","-468.3","-468.3"
"550","-674.6","-674.6","-674.6","-296.9","-296.9","-296.9","-423.5","-423.5","-423.5","-396.1","-396.1","-396.1","-239.1","-239.1","-239.1","-549.9","-549.9","-549.9"
"551","-533.3","-533.3","-533.3","-263.6","-263.6","-263.6","-474.5","-474.5","-474.5","-367.1","-367.1","-367.1","-230.4","-230.4","-230.4","-490.8","-490.8","-490.8"
"552","-640.5","-640.5","-640.5","-332.2","-332.2","-332.2","-459.1","-459.1","-459.1","-382.1","-382.1","-382.1","-228.3","-228.3","-228.3","-465","-465","-465"
"553","-592.6","-592.6","-592.6","-252.8","-252.8","-252.8","-448.9","-448.9","-448.9","-408.6","-408.6","-408.6","-222.2","-222.2","-222.2","-544.8","-544.8","-544.8"
"554","-667.6","-667.6","-667.6","-265.5","-265.5","-265.5","-464.1","-464.1","-464.1","-487.7","-487.7","-487.7","-205.9","-205.9","-205.9","-579.4","-579.4","-579.4"
"555","-651","-651","-651","-270.5","-270.5","-270.5","-435.3","-435.3","-435.3","-377.3","-377.3","-377.3","-218.5","-218.5","-218.5","-531.6","-531.6","-531.6"
"556","-611.3","-611.3","-611.3","-243.7","-243.7","-243.7","-403.9","-403.9","-403.9","-383.8","-383.8","-383.8","-213.3","-213.3","-213.3","-565.1","-565.1","-565.1"
"557","-618.5","-618.5","-618.5","-260.1","-260.1","-260.1","-411.6","-411.6","-411.6","-406.9","-406.9","-406.9","-210.4","-210.4","-210.4","-483.1","-483.1","-483.1"
"558","-596.2","-596.2","-596.2","-243","-243","-243","-440.6","-440.6","-440.6","-365.5","-365.5","-365.5","-222","-222","-222","-540","-540","-540"
"559","-550.7","-550.7","-550.7","-287.9","-287.9","-287.9","-415.4","-415.4","-415.4","-413.2","-413.2","-413.2","-234.5","-234.5","-234.5","-546.1","-546.1","-546.1"
"560","-629.2","-629.2","-629.2","-231.1","-231.1","-231.1","-492.9","-492.9","-492.9","-362.4","-362.4","-362.4","-236.3","-236.3","-236.3","-565","-565","-565"
"561","-561.1","-561.1","-561.1","-253.7","-253.7","-253.7","-442.9","-442.9","-442.9","-393","-393","-393","-222.5","-222.5","-222.5","-471.4","-471.4","-471.4"
"562","-559.3","-559.3","-559.3","-314.8","-314.8","-314.8","-472","-472","-472","-356.4","-356.4","-356.4","-281.5","-281.5","-281.5","-507.1","-507.1","-507.1"
"563","-625","-625","-625","-268.3","-268.3","-268.3","-416.4","-416.4","-416.4","-411.5","-411.5","-411.5","-241.1","-241.1","-241.1","-481.8","-481.8","-481.8"
"564","-659.7","-659.7","-659.7","-260.9","-260.9","-260.9","-413","-413","-413","-387.1","-387.1","-387.1","-243.8","-243.8","-243.8","-498","-498","-498"
"565","-668.2","-668.2","-668.2","-274.5","-274.5","-274.5","-462","-462","-462","-416.3","-416.3","-416.3","-224.7","-224.7","-224.7","-518.8","-518.8","-518.8"
"566","-612.8","-612.8","-612.8","-288.2","-288.2","-288.2","-393.9","-393.9","-393.9","-398.8","-398.8","-398.8","-256.6","-256.6","-256.6","-541.2","-541.2","-541.2"
"567","-590.4","-590.4","-590.4","-260.3","-260.3","-260.3","-413","-413","-413","-392.4","-392.4","-392.4","-187.9","-187.9","-187.9","-493.3","-493.3","-493.3"
"568","-654.6","-654.6","-654.6","-244.2","-244.2","-244.2","-441.6","-441.6","-441.6","-410.3","-410.3","-410.3","-205.4","-205.4","-205.4","-448.4","-448.4","-448.4"
"569","-675.4","-675.4","-675.4","-297.5","-297.5","-297.5","-375.5","-375.5","-375.5","-348.8","-348.8","-348.8","-231.9","-231.9","-231.9","-524.8","-524.8","-524.8"
"570","-687.2","-687.2","-687.2","-279.2","-279.2","-279.2","-432.2","-432.2","-432.2","-371.1","-371.1","-371.1","-222.7","-222.7","-222.7","-577.6","-577.6","-577.6"
"571","-551.4","-551.4","-551.4","-251.6","-251.6","-251.6","-405.4","-405.4","-405.4","-384.2","-384.2","-384.2","-244.5","-244.5","-244.5","-592.7","-592.7","-592.7"
"572","-541.1","-541.1","-541.1","-220.9","-220.9","-220.9","-377.1","-377.1","-377.1","-407.2","-407.2","-407.2","-221.6","-221.6","-221.6","-530.2","-530.2","-530.2"
"573","-589.6","-589.6","-589.6","-251","-251","-251","-398.7","-398.7","-398.7","-378","-378","-378","-207.6","-207.6","-207.6","-477.7","-477.7","-477.7"
"574","-534.1","-534.1","-534.1","-247.4","-247.4","-247.4","-524.6","-524.6","-524.6","-371.6","-371.6","-371.6","-212.1","-212.1","-212.1","-538.1","-538.1","-538.1"
"575","-617.1","-617.1","-617.1","-245.5","-245.5","-245.5","-439.1","-439.1","-439.1","-383.2","-383.2","-383.2","-221.3","-221.3","-221.3","-501.1","-501.1","-501.1"
"576","-649","-649","-649","-249.2","-249.2","-249.2","-450.5","-450.5","-450.5","-369.8","-369.8","-369.8","-211.4","-211.4","-211.4","-528.3","-528.3","-528.3"
"577","-657.8","-657.8","-657.8","-252.6","-252.6","-252.6","-404.6","-404.6","-404.6","-385.3","-385.3","-385.3","-254.6","-254.6","-254.6","-515.5","-515.5","-515.5"
"578","-596.3","-596.3","-596.3","-280.5","-280.5","-280.5","-434.4","-434.4","-434.4","-357.4","-357.4","-357.4","-331.5","-331.5","-331.5","-533.6","-533.6","-533.6"
"579","-702.4","-702.4","-702.4","-271.3","-271.3","-271.3","-427.6","-427.6","-427.6","-388.8","-388.8","-388.8","-262.6","-262.6","-262.6","-487.8","-487.8","-487.8"
"580","-632.9","-632.9","-632.9","-264.3","-264.3","-264.3","-406.2","-406.2","-406.2","-374.7","-374.7","-374.7","-204","-204","-204","-514.5","-514.5","-514.5"
"581","-656.9","-656.9","-656.9","-260.5","-260.5","-260.5","-419.3","-419.3","-419.3","-400.5","-400.5","-400.5","-211.1","-211.1","-211.1","-515","-515","-515"
"582","-617.4","-617.4","-617.4","-246.8","-246.8","-246.8","-447.8","-447.8","-447.8","-364.2","-364.2","-364.2","-238.9","-238.9","-238.9","-486.6","-486.6","-486.6"
"583","-636.1","-636.1","-636.1","-294.8","-294.8","-294.8","-438.8","-438.8","-438.8","-391.5","-391.5","-391.5","-196.3","-196.3","-196.3","-511.7","-511.7","-511.7"
"584","-575.2","-575.2","-575.2","-291.3","-291.3","-291.3","-449.9","-449.9","-449.9","-363","-363","-363","-239.9","-239.9","-239.9","-596.9","-596.9","-596.9"
"585","-576.2","-576.2","-576.2","-273","-273","-273","-394.4","-394.4","-394.4","-365.4","-365.4","-365.4","-231.6","-231.6","-231.6","-450.6","-450.6","-450.6"
"586","-652.3","-652.3","-652.3","-283.1","-283.1","-283.1","-403.6","-403.6","-403.6","-380.6","-380.6","-380.6","-218.5","-218.5","-218.5","-533.8","-533.8","-533.8"
"587","-632.2","-632.2","-632.2","-284.2","-284.2","-284.2","-425.9","-425.9","-425.9","-380.6","-380.6","-380.6","-234","-234","-234","-462.2","-462.2","-462.2"
"588","-581","-581","-581","-282.6","-282.6","-282.6","-406.4","-406.4","-406.4","-379.9","-379.9","-379.9","-212","-212","-212","-516.9","-516.9","-516.9"
"589","-596.9","-596.9","-596.9","-259.9","-259.9","-259.9","-413.8","-413.8","-413.8","-410.2","-410.2","-410.2","-189.1","-189.1","-189.1","-507.5","-507.5","-507.5"
"590","-670.1","-670.1","-670.1","-237.2","-237.2","-237.2","-396.2","-396.2","-396.2","-420.2","-420.2","-420.2","-196.6","-196.6","-196.6","-480.3","-480.3","-480.3"
"591","-587.9","-587.9","-587.9","-247.3","-247.3","-247.3","-400.9","-400.9","-400.9","-348.3","-348.3","-348.3","-214.3","-214.3","-214.3","-475.8","-475.8","-475.8"
"592","-649.4","-649.4","-649.4","-274.4","-274.4","-274.4","-454.4","-454.4","-454.4","-368.9","-368.9","-368.9","-223.8","-223.8","-223.8","-457.2","-457.2","-457.2"
"593","-516.9","-516.9","-516.9","-253.6","-253.6","-253.6","-370","-370","-370","-353.4","-353.4","-353.4","-208.2","-208.2","-208.2","-531.7","-531.7","-531.7"
"594","-607.6","-607.6","-607.6","-275.8","-275.8","-275.8","-409","-409","-409","-330.2","-330.2","-330.2","-241.7","-241.7","-241.7","-541.3","-541.3","-541.3"
"595","-653.4","-653.4","-653.4","-282.6","-282.6","-282.6","-370.5","-370.5","-370.5","-339.4","-339.4","-339.4","-239.4","-239.4","-239.4","-509.1","-509.1","-509.1"
"596","-615.5","-615.5","-615.5","-250.4","-250.4","-250.4","-398.7","-398.7","-398.7","-328.5","-328.5","-328.5","-191.9","-191.9","-191.9","-554.6","-554.6","-554.6"
"597","-546.2","-546.2","-546.2","-291.6","-291.6","-291.6","-362.1","-362.1","-362.1","-353.8","-353.8","-353.8","-202.4","-202.4","-202.4","-538.4","-538.4","-538.4"
"598","-500.3","-500.3","-500.3","-211.9","-211.9","-211.9","-331.9","-331.9","-331.9","-373.2","-373.2","-373.2","-202.2","-202.2","-202.2","-546.7","-546.7","-546.7"
"599","-641.9","-641.9","-641.9","-278.8","-278.8","-278.8","-369.7","-369.7","-369.7","-385.8","-385.8","-385.8","-216.8","-216.8","-216.8","-545.2","-545.2","-545.2"
"600","-666.1","-666.1","-666.1","-278.7","-278.7","-278.7","-393.5","-393.5","-393.5","-359.9","-359.9","-359.9","-219.7","-219.7","-219.7","-461.7","-461.7","-461.7"
"601","-678.6","-678.6","-678.6","-261","-261","-261","-426","-426","-426","-402.4","-402.4","-402.4","-208.7","-208.7","-208.7","-509.4","-509.4","-509.4"
"602","-589.5","-589.5","-589.5","-259.6","-259.6","-259.6","-439.2","-439.2","-439.2","-383.9","-383.9","-383.9","-221.6","-221.6","-221.6","-473.8","-473.8","-473.8"
"603","-653.5","-653.5","-653.5","-289.8","-289.8","-289.8","-499.9","-499.9","-499.9","-379.2","-379.2","-379.2","-184.7","-184.7","-184.7","-589.7","-589.7","-589.7"
"604","-717.3","-717.3","-717.3","-282.2","-282.2","-282.2","-415.3","-415.3","-415.3","-361.5","-361.5","-361.5","-212.7","-212.7","-212.7","-480.7","-480.7","-480.7"
"605","-524","-524","-524","-251.2","-251.2","-251.2","-419.9","-419.9","-419.9","-399.5","-399.5","-399.5","-203.5","-203.5","-203.5","-513.2","-513.2","-513.2"
"606","-588","-588","-588","-248.6","-248.6","-248.6","-416.8","-416.8","-416.8","-382.3","-382.3","-382.3","-221","-221","-221","-500.2","-500.2","-500.2"
"607","-569.7","-569.7","-569.7","-243.6","-243.6","-243.6","-405.7","-405.7","-405.7","-346.1","-346.1","-346.1","-210.8","-210.8","-210.8","-657.5","-657.5","-657.5"
"608","-681.7","-681.7","-681.7","-245.9","-245.9","-245.9","-402.2","-402.2","-402.2","-391.6","-391.6","-391.6","-246.1","-246.1","-246.1","-492.3","-492.3","-492.3"
"609","-632.8","-632.8","-632.8","-275.6","-275.6","-275.6","-419.7","-419.7","-419.7","-374.6","-374.6","-374.6","-214.3","-214.3","-214.3","-494.9","-494.9","-494.9"
"610","-681.9","-681.9","-681.9","-219.8","-219.8","-219.8","-410.9","-410.9","-410.9","-349.4","-349.4","-349.4","-254","-254","-254","-513.4","-513.4","-513.4"
"611","-592.4","-592.4","-592.4","-268","-268","-268","-373.4","-373.4","-373.4","-394","-394","-394","-239.5","-239.5","-239.5","-466.7","-466.7","-466.7"
"612","-574.2","-574.2","-574.2","-279.5","-279.5","-279.5","-404.7","-404.7","-404.7","-391.6","-391.6","-391.6","-211","-211","-211","-457.8","-457.8","-457.8"
"613","-763.6","-763.6","-763.6","-292.8","-292.8","-292.8","-417.6","-417.6","-417.6","-366","-366","-366","-240.9","-240.9","-240.9","-570","-570","-570"
"614","-518.3","-518.3","-518.3","-257.1","-257.1","-257.1","-398.5","-398.5","-398.5","-362.6","-362.6","-362.6","-248.6","-248.6","-248.6","-509.6","-509.6","-509.6"
"615","-547.4","-547.4","-547.4","-266.6","-266.6","-266.6","-410.7","-410.7","-410.7","-309.1","-309.1","-309.1","-210.1","-210.1","-210.1","-494.9","-494.9","-494.9"
"616","-640.4","-640.4","-640.4","-238.6","-238.6","-238.6","-371.6","-371.6","-371.6","-338.1","-338.1","-338.1","-204.3","-204.3","-204.3","-492.8","-492.8","-492.8"
"617","-561.8","-561.8","-561.8","-268.7","-268.7","-268.7","-461","-461","-461","-365.1","-365.1","-365.1","-213.8","-213.8","-213.8","-476","-476","-476"
"618","-485.9","-485.9","-485.9","-240.8","-240.8","-240.8","-379.7","-379.7","-379.7","-425.9","-425.9","-425.9","-222.9","-222.9","-222.9","-579.9","-579.9","-579.9"
"619","-543.2","-543.2","-543.2","-294.1","-294.1","-294.1","-347.8","-347.8","-347.8","-348.8","-348.8","-348.8","-231.7","-231.7","-231.7","-459.1","-459.1","-459.1"
"620","-650.6","-650.6","-650.6","-257.3","-257.3","-257.3","-420.9","-420.9","-420.9","-307.9","-307.9","-307.9","-184.2","-184.2","-184.2","-511.7","-511.7","-511.7"
"621","-712.6","-712.6","-712.6","-279.5","-279.5","-279.5","-434.5","-434.5","-434.5","-337.1","-337.1","-337.1","-246.9","-246.9","-246.9","-505.3","-505.3","-505.3"
"622","-591.1","-591.1","-591.1","-246","-246","-246","-433.2","-433.2","-433.2","-354.2","-354.2","-354.2","-291.6","-291.6","-291.6","-488.1","-488.1","-488.1"
"623","-607.9","-607.9","-607.9","-257.6","-257.6","-257.6","-474.2","-474.2","-474.2","-362.6","-362.6","-362.6","-178.5","-178.5","-178.5","-481.2","-481.2","-481.2"
"624","-619.2","-619.2","-619.2","-203.3","-203.3","-203.3","-428.8","-428.8","-428.8","-374","-374","-374","-199.1","-199.1","-199.1","-499","-499","-499"
"625","-527.4","-527.4","-527.4","-276.5","-276.5","-276.5","-413.3","-413.3","-413.3","-301","-301","-301","-225.8","-225.8","-225.8","-599.5","-599.5","-599.5"
"626","-645.7","-645.7","-645.7","-180.8","-180.8","-180.8","-439.9","-439.9","-439.9","-334.4","-334.4","-334.4","-203.3","-203.3","-203.3","-460.5","-460.5","-460.5"
"627","-596.4","-596.4","-596.4","-279.8","-279.8","-279.8","-435.1","-435.1","-435.1","-344.7","-344.7","-344.7","-196.4","-196.4","-196.4","-493.5","-493.5","-493.5"
"628","-600","-600","-600","-267.1","-267.1","-267.1","-363","-363","-363","-360.8","-360.8","-360.8","-194.9","-194.9","-194.9","-527.9","-527.9","-527.9"
"629","-602.7","-602.7","-602.7","-276.5","-276.5","-276.5","-424.3","-424.3","-424.3","-356.5","-356.5","-356.5","-208.7","-208.7","-208.7","-546.8","-546.8","-546.8"
"630","-556.6","-556.6","-556.6","-237.8","-237.8","-237.8","-463.9","-463.9","-463.9","-366.4","-366.4","-366.4","-236.3","-236.3","-236.3","-574.6","-574.6","-574.6"
"631","-571.1","-571.1","-571.1","-223.1","-223.1","-223.1","-316","-316","-316","-342.9","-342.9","-342.9","-198.9","-198.9","-198.9","-482.8","-482.8","-482.8"
"632","-620.9","-620.9","-620.9","-273.9","-273.9","-273.9","-418.9","-418.9","-418.9","-331.9","-331.9","-331.9","-197.4","-197.4","-197.4","-478.7","-478.7","-478.7"
"633","-575.2","-575.2","-575.2","-259.1","-259.1","-259.1","-400.8","-400.8","-400.8","-342.9","-342.9","-342.9","-212.3","-212.3","-212.3","-490.3","-490.3","-490.3"
"634","-584.9","-584.9","-584.9","-240.5","-240.5","-240.5","-407.3","-407.3","-407.3","-374.1","-374.1","-374.1","-190","-190","-190","-469.3","-469.3","-469.3"
"635","-647.8","-647.8","-647.8","-263.2","-263.2","-263.2","-349.3","-349.3","-349.3","-338.8","-338.8","-338.8","-198.6","-198.6","-198.6","-543.5","-543.5","-543.5"
"636","-614.4","-614.4","-614.4","-271","-271","-271","-420.6","-420.6","-420.6","-296.4","-296.4","-296.4","-215.1","-215.1","-215.1","-554.1","-554.1","-554.1"
"637","-717.1","-717.1","-717.1","-279.9","-279.9","-279.9","-430.6","-430.6","-430.6","-365.1","-365.1","-365.1","-227.3","-227.3","-227.3","-511.6","-511.6","-511.6"
"638","-661.3","-661.3","-661.3","-222.6","-222.6","-222.6","-419.2","-419.2","-419.2","-326.7","-326.7","-326.7","-259.5","-259.5","-259.5","-525.9","-525.9","-525.9"
"639","-530.3","-530.3","-530.3","-247.4","-247.4","-247.4","-387.3","-387.3","-387.3","-360.7","-360.7","-360.7","-197.4","-197.4","-197.4","-455.4","-455.4","-455.4"
"640","-600.2","-600.2","-600.2","-241.7","-241.7","-241.7","-385.6","-385.6","-385.6","-355.2","-355.2","-355.2","-199.1","-199.1","-199.1","-558","-558","-558"
"641","-583.8","-583.8","-583.8","-282.4","-282.4","-282.4","-375.1","-375.1","-375.1","-364.6","-364.6","-364.6","-212.9","-212.9","-212.9","-480","-480","-480"
"642","-583.5","-583.5","-583.5","-251.5","-251.5","-251.5","-339.2","-339.2","-339.2","-324.3","-324.3","-324.3","-222.5","-222.5","-222.5","-491.5","-491.5","-491.5"
"643","-573.8","-573.8","-573.8","-265.5","-265.5","-265.5","-359.1","-359.1","-359.1","-383.7","-383.7","-383.7","-214.2","-214.2","-214.2","-467.8","-467.8","-467.8"
"644","-593.8","-593.8","-593.8","-232.3","-232.3","-232.3","-365.7","-365.7","-365.7","-331.4","-331.4","-331.4","-217.8","-217.8","-217.8","-511.1","-511.1","-511.1"
"645","-547.7","-547.7","-547.7","-264.5","-264.5","-264.5","-442.1","-442.1","-442.1","-319.3","-319.3","-319.3","-206.2","-206.2","-206.2","-520.4","-520.4","-520.4"
"646","-546.1","-546.1","-546.1","-236.5","-236.5","-236.5","-415.4","-415.4","-415.4","-377.3","-377.3","-377.3","-194.9","-194.9","-194.9","-536.5","-536.5","-536.5"
"647","-552.2","-552.2","-552.2","-278.8","-278.8","-278.8","-412.4","-412.4","-412.4","-428","-428","-428","-216.2","-216.2","-216.2","-553.1","-553.1","-553.1"
"648","-581.4","-581.4","-581.4","-268.6","-268.6","-268.6","-376.2","-376.2","-376.2","-334.2","-334.2","-334.2","-197","-197","-197","-531.6","-531.6","-531.6"
"649","-619.4","-619.4","-619.4","-283.6","-283.6","-283.6","-356.7","-356.7","-356.7","-371.2","-371.2","-371.2","-198.2","-198.2","-198.2","-505.4","-505.4","-505.4"
"650","-704.5","-704.5","-704.5","-263.2","-263.2","-263.2","-396.7","-396.7","-396.7","-335.1","-335.1","-335.1","-197.1","-197.1","-197.1","-489.3","-489.3","-489.3"
"651","-692.3","-692.3","-692.3","-219","-219","-219","-397.3","-397.3","-397.3","-331.1","-331.1","-331.1","-207.5","-207.5","-207.5","-538.1","-538.1","-538.1"
"652","-608.5","-608.5","-608.5","-259.4","-259.4","-259.4","-416.8","-416.8","-416.8","-317.9","-317.9","-317.9","-175.1","-175.1","-175.1","-603.8","-603.8","-603.8"
"653","-636.7","-636.7","-636.7","-259.8","-259.8","-259.8","-463.6","-463.6","-463.6","-363.8","-363.8","-363.8","-198","-198","-198","-543.4","-543.4","-543.4"
"654","-648","-648","-648","-234.6","-234.6","-234.6","-380.4","-380.4","-380.4","-346.9","-346.9","-346.9","-205.4","-205.4","-205.4","-551.9","-551.9","-551.9"
"655","-519.3","-519.3","-519.3","-236.2","-236.2","-236.2","-359.1","-359.1","-359.1","-368","-368","-368","-225.2","-225.2","-225.2","-569.2","-569.2","-569.2"
"656","-591.3","-591.3","-591.3","-254.2","-254.2","-254.2","-381.5","-381.5","-381.5","-378.7","-378.7","-378.7","-208.3","-208.3","-208.3","-432.8","-432.8","-432.8"
"657","-592.6","-592.6","-592.6","-281","-281","-281","-372.3","-372.3","-372.3","-339.3","-339.3","-339.3","-232","-232","-232","-463.3","-463.3","-463.3"
"658","-618.1","-618.1","-618.1","-254.4","-254.4","-254.4","-331.7","-331.7","-331.7","-375","-375","-375","-205.7","-205.7","-205.7","-474.3","-474.3","-474.3"
"659","-636.7","-636.7","-636.7","-244.7","-244.7","-244.7","-420.5","-420.5","-420.5","-361.7","-361.7","-361.7","-187","-187","-187","-478.6","-478.6","-478.6"
"660","-557.3","-557.3","-557.3","-251.4","-251.4","-251.4","-416.9","-416.9","-416.9","-380.1","-380.1","-380.1","-186.2","-186.2","-186.2","-451.4","-451.4","-451.4"
"661","-485.5","-485.5","-485.5","-290.2","-290.2","-290.2","-368.2","-368.2","-368.2","-345.7","-345.7","-345.7","-200.2","-200.2","-200.2","-562","-562","-562"
"662","-521.9","-521.9","-521.9","-279.3","-279.3","-279.3","-363.4","-363.4","-363.4","-341.9","-341.9","-341.9","-203.4","-203.4","-203.4","-472.2","-472.2","-472.2"
"663","-621.2","-621.2","-621.2","-247.3","-247.3","-247.3","-390.4","-390.4","-390.4","-359.6","-359.6","-359.6","-199.2","-199.2","-199.2","-506.3","-506.3","-506.3"
"664","-678.7","-678.7","-678.7","-246.8","-246.8","-246.8","-449.2","-449.2","-449.2","-322.4","-322.4","-322.4","-216.8","-216.8","-216.8","-425.7","-425.7","-425.7"
"665","-541.1","-541.1","-541.1","-243","-243","-243","-520.1","-520.1","-520.1","-362.8","-362.8","-362.8","-205.3","-205.3","-205.3","-474.1","-474.1","-474.1"
"666","-544.4","-544.4","-544.4","-259.5","-259.5","-259.5","-376.2","-376.2","-376.2","-318.2","-318.2","-318.2","-221.9","-221.9","-221.9","-600.9","-600.9","-600.9"
"667","-582.5","-582.5","-582.5","-213.8","-213.8","-213.8","-431.6","-431.6","-431.6","-343.7","-343.7","-343.7","-191.3","-191.3","-191.3","-516.5","-516.5","-516.5"
"668","-599.3","-599.3","-599.3","-229","-229","-229","-438.1","-438.1","-438.1","-357.1","-357.1","-357.1","-208.4","-208.4","-208.4","-541.7","-541.7","-541.7"
"669","-591.8","-591.8","-591.8","-240.6","-240.6","-240.6","-434.7","-434.7","-434.7","-361.5","-361.5","-361.5","-200","-200","-200","-517.8","-517.8","-517.8"
"670","-643.2","-643.2","-643.2","-230.5","-230.5","-230.5","-390.3","-390.3","-390.3","-332.4","-332.4","-332.4","-183.3","-183.3","-183.3","-497.4","-497.4","-497.4"
"671","-579.5","-579.5","-579.5","-266.2","-266.2","-266.2","-372.7","-372.7","-372.7","-345.3","-345.3","-345.3","-196.6","-196.6","-196.6","-497.3","-497.3","-497.3"
"672","-558.4","-558.4","-558.4","-263.4","-263.4","-263.4","-388.5","-388.5","-388.5","-370.8","-370.8","-370.8","-214.5","-214.5","-214.5","-449.8","-449.8","-449.8"
"673","-550.7","-550.7","-550.7","-257.9","-257.9","-257.9","-357.1","-357.1","-357.1","-320.3","-320.3","-320.3","-191.5","-191.5","-191.5","-546.1","-546.1","-546.1"
"674","-455.8","-455.8","-455.8","-260.6","-260.6","-260.6","-444.2","-444.2","-444.2","-345","-345","-345","-222.8","-222.8","-222.8","-489.5","-489.5","-489.5"
"675","-655.6","-655.6","-655.6","-235.7","-235.7","-235.7","-390.7","-390.7","-390.7","-359.8","-359.8","-359.8","-260","-260","-260","-493","-493","-493"
"676","-503","-503","-503","-251","-251","-251","-367.7","-367.7","-367.7","-359.9","-359.9","-359.9","-236.7","-236.7","-236.7","-490.9","-490.9","-490.9"
"677","-614.9","-614.9","-614.9","-251.6","-251.6","-251.6","-368.5","-368.5","-368.5","-393.5","-393.5","-393.5","-220.5","-220.5","-220.5","-572.7","-572.7","-572.7"
"678","-596","-596","-596","-262.8","-262.8","-262.8","-375","-375","-375","-373.5","-373.5","-373.5","-203.6","-203.6","-203.6","-418.1","-418.1","-418.1"
"679","-693.2","-693.2","-693.2","-268.4","-268.4","-268.4","-415.3","-415.3","-415.3","-330.6","-330.6","-330.6","-226.8","-226.8","-226.8","-513.2","-513.2","-513.2"
"680","-561","-561","-561","-251.6","-251.6","-251.6","-436","-436","-436","-323.6","-323.6","-323.6","-197.6","-197.6","-197.6","-534.9","-534.9","-534.9"
"681","-616.7","-616.7","-616.7","-247.8","-247.8","-247.8","-391.4","-391.4","-391.4","-342","-342","-342","-204.1","-204.1","-204.1","-529.8","-529.8","-529.8"
"682","-505.5","-505.5","-505.5","-217.8","-217.8","-217.8","-394","-394","-394","-333.9","-333.9","-333.9","-262.2","-262.2","-262.2","-491.2","-491.2","-491.2"
"683","-541.4","-541.4","-541.4","-274.6","-274.6","-274.6","-414.1","-414.1","-414.1","-373.6","-373.6","-373.6","-229.1","-229.1","-229.1","-535.7","-535.7","-535.7"
"684","-557.7","-557.7","-557.7","-271.1","-271.1","-271.1","-396.7","-396.7","-396.7","-322.5","-322.5","-322.5","-212.1","-212.1","-212.1","-540.3","-540.3","-540.3"
"685","-533.8","-533.8","-533.8","-289.8","-289.8","-289.8","-372.9","-372.9","-372.9","-339","-339","-339","-238.9","-238.9","-238.9","-588.9","-588.9","-588.9"
"686","-511.9","-511.9","-511.9","-310.3","-310.3","-310.3","-428.2","-428.2","-428.2","-342.8","-342.8","-342.8","-227.5","-227.5","-227.5","-539.9","-539.9","-539.9"
"687","-567.2","-567.2","-567.2","-224.1","-224.1","-224.1","-417.4","-417.4","-417.4","-353.4","-353.4","-353.4","-206.2","-206.2","-206.2","-567.7","-567.7","-567.7"
"688","-644.4","-644.4","-644.4","-262.1","-262.1","-262.1","-387.8","-387.8","-387.8","-350.3","-350.3","-350.3","-245.1","-245.1","-245.1","-565.3","-565.3","-565.3"
"689","-666.4","-666.4","-666.4","-282.9","-282.9","-282.9","-448.4","-448.4","-448.4","-329.6","-329.6","-329.6","-191.8","-191.8","-191.8","-478.3","-478.3","-478.3"
"690","-595","-595","-595","-309.1","-309.1","-309.1","-471.2","-471.2","-471.2","-322.1","-322.1","-322.1","-235.6","-235.6","-235.6","-509.3","-509.3","-509.3"
"691","-559","-559","-559","-272.1","-272.1","-272.1","-416","-416","-416","-360.3","-360.3","-360.3","-206.6","-206.6","-206.6","-485.7","-485.7","-485.7"
"692","-566.4","-566.4","-566.4","-269.9","-269.9","-269.9","-426","-426","-426","-354","-354","-354","-215.1","-215.1","-215.1","-520.3","-520.3","-520.3"
