epoch,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MAX
564,-392.2,-392.2,-392.2,-482.2,-482.2,-482.2,-471.8,-471.8,-471.8,-331.2,-331.2,-331.2,-498.2,-498.2,-498.2,-370.7,-370.7,-370.7
565,-407.8,-407.8,-407.8,-518.9,-518.9,-518.9,-558.6,-558.6,-558.6,-399.1,-399.1,-399.1,-520.5,-520.5,-520.5,-333,-333,-333
566,-405.2,-405.2,-405.2,-465.8,-465.8,-465.8,-500.5,-500.5,-500.5,-433,-433,-433,-529.2,-529.2,-529.2,-350.6,-350.6,-350.6
567,-345,-345,-345,-467.1,-467.1,-467.1,-549.6,-549.6,-549.6,-468.3,-468.3,-468.3,-499.8,-499.8,-499.8,-313.5,-313.5,-313.5
568,-404,-404,-404,-482.4,-482.4,-482.4,-457.6,-457.6,-457.6,-439,-439,-439,-533.1,-533.1,-533.1,-333.9,-333.9,-333.9
569,-373.8,-373.8,-373.8,-507.2,-507.2,-507.2,-493.1,-493.1,-493.1,-409.7,-409.7,-409.7,-514.6,-514.6,-514.6,-336.7,-336.7,-336.7
570,-433.8,-433.8,-433.8,-550.2,-550.2,-550.2,-470.2,-470.2,-470.2,-417.7,-417.7,-417.7,-566.9,-566.9,-566.9,-328.2,-328.2,-328.2
571,-367.3,-367.3,-367.3,-497.6,-497.6,-497.6,-510.5,-510.5,-510.5,-441.1,-441.1,-441.1,-495.8,-495.8,-495.8,-342.5,-342.5,-342.5
572,-309.9,-309.9,-309.9,-558.2,-558.2,-558.2,-492.7,-492.7,-492.7,-507.8,-507.8,-507.8,-463.5,-463.5,-463.5,-376.8,-376.8,-376.8
573,-382.4,-382.4,-382.4,-506.5,-506.5,-506.5,-482.7,-482.7,-482.7,-436.1,-436.1,-436.1,-563,-563,-563,-346.9,-346.9,-346.9
574,-397.8,-397.8,-397.8,-444,-444,-444,-576.1,-576.1,-576.1,-431,-431,-431,-566.7,-566.7,-566.7,-302.4,-302.4,-302.4
575,-452.2,-452.2,-452.2,-527.4,-527.4,-527.4,-484,-484,-484,-410,-410,-410,-445.2,-445.2,-445.2,-342.2,-342.2,-342.2
576,-413.9,-413.9,-413.9,-497,-497,-497,-558.5,-558.5,-558.5,-491.5,-491.5,-491.5,-552.2,-552.2,-552.2,-343.9,-343.9,-343.9
577,-422.5,-422.5,-422.5,-516.6,-516.6,-516.6,-478.5,-478.5,-478.5,-345.4,-345.4,-345.4,-509.1,-509.1,-509.1,-340.1,-340.1,-340.1
578,-383,-383,-383,-505.6,-505.6,-505.6,-514.5,-514.5,-514.5,-403.8,-403.8,-403.8,-497.6,-497.6,-497.6,-317.8,-317.8,-317.8
579,-415.2,-415.2,-415.2,-481.7,-481.7,-481.7,-564.3,-564.3,-564.3,-517.3,-517.3,-517.3,-530.8,-530.8,-530.8,-313.5,-313.5,-313.5
580,-411.3,-411.3,-411.3,-576.1,-576.1,-576.1,-519.1,-519.1,-519.1,-528.4,-528.4,-528.4,-532.5,-532.5,-532.5,-325.9,-325.9,-325.9
581,-348.2,-348.2,-348.2,-530.6,-530.6,-530.6,-548,-548,-548,-365.6,-365.6,-365.6,-579.7,-579.7,-579.7,-344.4,-344.4,-344.4
582,-439.9,-439.9,-439.9,-519.8,-519.8,-519.8,-545.5,-545.5,-545.5,-346.5,-346.5,-346.5,-593,-593,-593,-342.8,-342.8,-342.8
583,-311.8,-311.8,-311.8,-522.7,-522.7,-522.7,-433.4,-433.4,-433.4,-418.1,-418.1,-418.1,-412.6,-412.6,-412.6,-301.7,-301.7,-301.7
584,-331.8,-331.8,-331.8,-513.3,-513.3,-513.3,-460.4,-460.4,-460.4,-550.7,-550.7,-550.7,-522.3,-522.3,-522.3,-351.4,-351.4,-351.4
585,-362.4,-362.4,-362.4,-536.3,-536.3,-536.3,-517,-517,-517,-389.7,-389.7,-389.7,-559,-559,-559,-321.3,-321.3,-321.3
586,-398.1,-398.1,-398.1,-496.5,-496.5,-496.5,-490.2,-490.2,-490.2,-454.9,-454.9,-454.9,-535.2,-535.2,-535.2,-338.5,-338.5,-338.5
587,-407.5,-407.5,-407.5,-523.4,-523.4,-523.4,-481.8,-481.8,-481.8,-433.6,-433.6,-433.6,-536.2,-536.2,-536.2,-326.2,-326.2,-326.2
588,-423.7,-423.7,-423.7,-546.8,-546.8,-546.8,-548.5,-548.5,-548.5,-418.8,-418.8,-418.8,-531.6,-531.6,-531.6,-313.8,-313.8,-313.8
589,-362.1,-362.1,-362.1,-546.1,-546.1,-546.1,-426.5,-426.5,-426.5,-426.9,-426.9,-426.9,-533.5,-533.5,-533.5,-322.5,-322.5,-322.5
590,-351.1,-351.1,-351.1,-455.7,-455.7,-455.7,-450.2,-450.2,-450.2,-385.4,-385.4,-385.4,-559.5,-559.5,-559.5,-353,-353,-353
591,-348.2,-348.2,-348.2,-510.7,-510.7,-510.7,-522.4,-522.4,-522.4,-449.3,-449.3,-449.3,-475.4,-475.4,-475.4,-375.6,-375.6,-375.6
592,-316,-316,-316,-514.4,-514.4,-514.4,-488.4,-488.4,-488.4,-432.2,-432.2,-432.2,-499.8,-499.8,-499.8,-330.3,-330.3,-330.3
593,-408.2,-408.2,-408.2,-572.4,-572.4,-572.4,-484.5,-484.5,-484.5,-438.2,-438.2,-438.2,-536.8,-536.8,-536.8,-367.2,-367.2,-367.2
594,-372.2,-372.2,-372.2,-510.9,-510.9,-510.9,-496,-496,-496,-497.4,-497.4,-497.4,-516.9,-516.9,-516.9,-342.6,-342.6,-342.6
595,-463.9,-463.9,-463.9,-501.8,-501.8,-501.8,-449.8,-449.8,-449.8,-504.9,-504.9,-504.9,-529.2,-529.2,-529.2,-365.3,-365.3,-365.3
596,-327.8,-327.8,-327.8,-556,-556,-556,-529.8,-529.8,-529.8,-483.6,-483.6,-483.6,-517.8,-517.8,-517.8,-332.9,-332.9,-332.9
597,-332.3,-332.3,-332.3,-538.9,-538.9,-538.9,-451.7,-451.7,-451.7,-412.8,-412.8,-412.8,-532.7,-532.7,-532.7,-356.3,-356.3,-356.3
598,-435.7,-435.7,-435.7,-502.2,-502.2,-502.2,-523.6,-523.6,-523.6,-440.7,-440.7,-440.7,-507.8,-507.8,-507.8,-360.7,-360.7,-360.7
599,-343.2,-343.2,-343.2,-496.6,-496.6,-496.6,-497.1,-497.1,-497.1,-453.1,-453.1,-453.1,-642.8,-642.8,-642.8,-370,-370,-370
600,-370.6,-370.6,-370.6,-521.1,-521.1,-521.1,-533.5,-533.5,-533.5,-512.6,-512.6,-512.6,-504.7,-504.7,-504.7,-334.4,-334.4,-334.4
601,-408.6,-408.6,-408.6,-506.7,-506.7,-506.7,-515.1,-515.1,-515.1,-416.5,-416.5,-416.5,-539.1,-539.1,-539.1,-375.7,-375.7,-375.7
602,-431.4,-431.4,-431.4,-501.1,-501.1,-501.1,-500,-500,-500,-405.6,-405.6,-405.6,-520.2,-520.2,-520.2,-317.3,-317.3,-317.3
603,-425.4,-425.4,-425.4,-541.5,-541.5,-541.5,-391.7,-391.7,-391.7,-389.5,-389.5,-389.5,-491.4,-491.4,-491.4,-298,-298,-298
604,-333.6,-333.6,-333.6,-454.5,-454.5,-454.5,-514.3,-514.3,-514.3,-427.1,-427.1,-427.1,-516.2,-516.2,-516.2,-338.8,-338.8,-338.8
605,-339.2,-339.2,-339.2,-479.8,-479.8,-479.8,-475.4,-475.4,-475.4,-497.6,-497.6,-497.6,-593,-593,-593,-319.1,-319.1,-319.1
606,-402,-402,-402,-421.3,-421.3,-421.3,-464.8,-464.8,-464.8,-438.4,-438.4,-438.4,-542.1,-542.1,-542.1,-356.6,-356.6,-356.6
607,-368.5,-368.5,-368.5,-503.7,-503.7,-503.7,-556.1,-556.1,-556.1,-466.4,-466.4,-466.4,-592.4,-592.4,-592.4,-345.8,-345.8,-345.8
608,-397,-397,-397,-553.4,-553.4,-553.4,-494.9,-494.9,-494.9,-416.1,-416.1,-416.1,-511.9,-511.9,-511.9,-328.4,-328.4,-328.4
609,-373.5,-373.5,-373.5,-454.3,-454.3,-454.3,-494.9,-494.9,-494.9,-456.9,-456.9,-456.9,-587.9,-587.9,-587.9,-322.4,-322.4,-322.4
610,-360.5,-360.5,-360.5,-487.9,-487.9,-487.9,-495.6,-495.6,-495.6,-395,-395,-395,-505.8,-505.8,-505.8,-333.2,-333.2,-333.2
611,-422.4,-422.4,-422.4,-546,-546,-546,-532.8,-532.8,-532.8,-365.4,-365.4,-365.4,-452.1,-452.1,-452.1,-270.9,-270.9,-270.9
612,-354.9,-354.9,-354.9,-502.5,-502.5,-502.5,-509.5,-509.5,-509.5,-379.3,-379.3,-379.3,-530.5,-530.5,-530.5,-341.7,-341.7,-341.7
613,-387.4,-387.4,-387.4,-556.5,-556.5,-556.5,-481.3,-481.3,-481.3,-392.6,-392.6,-392.6,-517.4,-517.4,-517.4,-341,-341,-341
614,-332.4,-332.4,-332.4,-511.9,-511.9,-511.9,-533.3,-533.3,-533.3,-458,-458,-458,-512.8,-512.8,-512.8,-344.5,-344.5,-344.5
615,-379.7,-379.7,-379.7,-564.8,-564.8,-564.8,-449,-449,-449,-413.3,-413.3,-413.3,-400.8,-400.8,-400.8,-316.2,-316.2,-316.2
616,-365.3,-365.3,-365.3,-565.8,-565.8,-565.8,-587.5,-587.5,-587.5,-416.4,-416.4,-416.4,-445.5,-445.5,-445.5,-359.5,-359.5,-359.5
617,-310.1,-310.1,-310.1,-525.9,-525.9,-525.9,-485.2,-485.2,-485.2,-413,-413,-413,-456.9,-456.9,-456.9,-299.8,-299.8,-299.8
618,-353.2,-353.2,-353.2,-573.6,-573.6,-573.6,-468.3,-468.3,-468.3,-478.7,-478.7,-478.7,-478.9,-478.9,-478.9,-351.8,-351.8,-351.8
619,-341.6,-341.6,-341.6,-501.2,-501.2,-501.2,-457.6,-457.6,-457.6,-382.2,-382.2,-382.2,-466.5,-466.5,-466.5,-351.7,-351.7,-351.7
620,-347.4,-347.4,-347.4,-549,-549,-549,-487.2,-487.2,-487.2,-402.9,-402.9,-402.9,-506.3,-506.3,-506.3,-306.8,-306.8,-306.8
621,-397.7,-397.7,-397.7,-478.8,-478.8,-478.8,-452.6,-452.6,-452.6,-391.3,-391.3,-391.3,-539.7,-539.7,-539.7,-340.7,-340.7,-340.7
622,-437.6,-437.6,-437.6,-571.2,-571.2,-571.2,-513,-513,-513,-417.9,-417.9,-417.9,-539.6,-539.6,-539.6,-385.9,-385.9,-385.9
623,-441.7,-441.7,-441.7,-536.5,-536.5,-536.5,-421.9,-421.9,-421.9,-409.7,-409.7,-409.7,-500.5,-500.5,-500.5,-321.8,-321.8,-321.8
624,-460.7,-460.7,-460.7,-564.9,-564.9,-564.9,-457,-457,-457,-426.4,-426.4,-426.4,-522.6,-522.6,-522.6,-300.6,-300.6,-300.6
625,-414.4,-414.4,-414.4,-500.1,-500.1,-500.1,-477,-477,-477,-404.7,-404.7,-404.7,-490.2,-490.2,-490.2,-351.7,-351.7,-351.7
626,-476.3,-476.3,-476.3,-471.7,-471.7,-471.7,-516.3,-516.3,-516.3,-431.5,-431.5,-431.5,-507.6,-507.6,-507.6,-326,-326,-326
627,-471.9,-471.9,-471.9,-496.1,-496.1,-496.1,-491.1,-491.1,-491.1,-427.9,-427.9,-427.9,-434.6,-434.6,-434.6,-346.3,-346.3,-346.3
628,-410.4,-410.4,-410.4,-492.6,-492.6,-492.6,-393.9,-393.9,-393.9,-421.5,-421.5,-421.5,-492.9,-492.9,-492.9,-359.4,-359.4,-359.4
629,-421.6,-421.6,-421.6,-564.1,-564.1,-564.1,-505.5,-505.5,-505.5,-449.6,-449.6,-449.6,-526.8,-526.8,-526.8,-313.6,-313.6,-313.6
630,-395.7,-395.7,-395.7,-517,-517,-517,-462,-462,-462,-564.8,-564.8,-564.8,-597.4,-597.4,-597.4,-324.7,-324.7,-324.7
631,-411.8,-411.8,-411.8,-523.5,-523.5,-523.5,-496.8,-496.8,-496.8,-479.4,-479.4,-479.4,-502.4,-502.4,-502.4,-337.9,-337.9,-337.9
632,-399.8,-399.8,-399.8,-525.4,-525.4,-525.4,-461.6,-461.6,-461.6,-451.1,-451.1,-451.1,-439.3,-439.3,-439.3,-331.2,-331.2,-331.2
633,-386.3,-386.3,-386.3,-509.2,-509.2,-509.2,-528.3,-528.3,-528.3,-406.4,-406.4,-406.4,-537,-537,-537,-324.4,-324.4,-324.4
634,-401.1,-401.1,-401.1,-525.1,-525.1,-525.1,-445.6,-445.6,-445.6,-506.8,-506.8,-506.8,-516.8,-516.8,-516.8,-321.7,-321.7,-321.7
635,-476,-476,-476,-483.1,-483.1,-483.1,-534.4,-534.4,-534.4,-410.8,-410.8,-410.8,-547.2,-547.2,-547.2,-350.3,-350.3,-350.3
636,-329.6,-329.6,-329.6,-513.2,-513.2,-513.2,-469,-469,-469,-412.6,-412.6,-412.6,-452.3,-452.3,-452.3,-314.1,-314.1,-314.1
637,-458.1,-458.1,-458.1,-547.4,-547.4,-547.4,-426.3,-426.3,-426.3,-438.6,-438.6,-438.6,-566.1,-566.1,-566.1,-367.8,-367.8,-367.8
638,-467.2,-467.2,-467.2,-488.2,-488.2,-488.2,-436.5,-436.5,-436.5,-395.1,-395.1,-395.1,-509.8,-509.8,-509.8,-358.4,-358.4,-358.4
639,-467.7,-467.7,-467.7,-509.8,-509.8,-509.8,-466.8,-466.8,-466.8,-488,-488,-488,-549.9,-549.9,-549.9,-356.9,-356.9,-356.9
640,-408.2,-408.2,-408.2,-450.4,-450.4,-450.4,-432.5,-432.5,-432.5,-398.9,-398.9,-398.9,-522.2,-522.2,-522.2,-294.2,-294.2,-294.2
641,-448.5,-448.5,-448.5,-519.5,-519.5,-519.5,-446,-446,-446,-466.9,-466.9,-466.9,-506,-506,-506,-313.3,-313.3,-313.3
642,-401.4,-401.4,-401.4,-579.3,-579.3,-579.3,-547.4,-547.4,-547.4,-428.4,-428.4,-428.4,-532.3,-532.3,-532.3,-329,-329,-329
643,-316,-316,-316,-530.8,-530.8,-530.8,-480.9,-480.9,-480.9,-384.7,-384.7,-384.7,-594.4,-594.4,-594.4,-334,-334,-334
644,-389,-389,-389,-469,-469,-469,-476.9,-476.9,-476.9,-430,-430,-430,-459.1,-459.1,-459.1,-322.9,-322.9,-322.9
645,-384.4,-384.4,-384.4,-530.1,-530.1,-530.1,-527.3,-527.3,-527.3,-412.3,-412.3,-412.3,-518.5,-518.5,-518.5,-322.4,-322.4,-322.4
646,-438.4,-438.4,-438.4,-537.6,-537.6,-537.6,-433.2,-433.2,-433.2,-439.2,-439.2,-439.2,-563,-563,-563,-329.7,-329.7,-329.7
647,-444.9,-444.9,-444.9,-463.3,-463.3,-463.3,-446.7,-446.7,-446.7,-400.3,-400.3,-400.3,-520.2,-520.2,-520.2,-323.1,-323.1,-323.1
648,-324.8,-324.8,-324.8,-541.5,-541.5,-541.5,-486.3,-486.3,-486.3,-440.8,-440.8,-440.8,-522.5,-522.5,-522.5,-356.6,-356.6,-356.6
649,-448.3,-448.3,-448.3,-492.4,-492.4,-492.4,-486.4,-486.4,-486.4,-451.1,-451.1,-451.1,-563.9,-563.9,-563.9,-346.4,-346.4,-346.4
650,-396.5,-396.5,-396.5,-507.8,-507.8,-507.8,-470.9,-470.9,-470.9,-429.8,-429.8,-429.8,-520.8,-520.8,-520.8,-301.9,-301.9,-301.9
651,-390.4,-390.4,-390.4,-538.8,-538.8,-538.8,-487.1,-487.1,-487.1,-500.1,-500.1,-500.1,-469.1,-469.1,-469.1,-322.2,-322.2,-322.2
652,-426.2,-426.2,-426.2,-535.8,-535.8,-535.8,-435.3,-435.3,-435.3,-454,-454,-454,-568.8,-568.8,-568.8,-328.8,-328.8,-328.8
653,-421.9,-421.9,-421.9,-560,-560,-560,-505.7,-505.7,-505.7,-421.5,-421.5,-421.5,-550.3,-550.3,-550.3,-356.6,-356.6,-356.6
654,-359.1,-359.1,-359.1,-561.3,-561.3,-561.3,-555.5,-555.5,-555.5,-325.5,-325.5,-325.5,-505.5,-505.5,-505.5,-322.9,-322.9,-322.9
655,-418.3,-418.3,-418.3,-523.2,-523.2,-523.2,-477.1,-477.1,-477.1,-439.6,-439.6,-439.6,-492.6,-492.6,-492.6,-331.6,-331.6,-331.6
656,-412.9,-412.9,-412.9,-480.2,-480.2,-480.2,-521.7,-521.7,-521.7,-392.2,-392.2,-392.2,-488.9,-488.9,-488.9,-346.2,-346.2,-346.2
657,-414.1,-414.1,-414.1,-503.4,-503.4,-503.4,-489.3,-489.3,-489.3,-426.5,-426.5,-426.5,-495.4,-495.4,-495.4,-316.6,-316.6,-316.6
658,-404.9,-404.9,-404.9,-502.6,-502.6,-502.6,-527.7,-527.7,-527.7,-419.9,-419.9,-419.9,-513.3,-513.3,-513.3,-327.1,-327.1,-327.1
659,-416.3,-416.3,-416.3,-586.9,-586.9,-586.9,-496.1,-496.1,-496.1,-469.7,-469.7,-469.7,-528.1,-528.1,-528.1,-314.8,-314.8,-314.8
660,-375.2,-375.2,-375.2,-557.9,-557.9,-557.9,-514.4,-514.4,-514.4,-446.8,-446.8,-446.8,-549.4,-549.4,-549.4,-344,-344,-344
661,-416.3,-416.3,-416.3,-546.5,-546.5,-546.5,-463.6,-463.6,-463.6,-392.3,-392.3,-392.3,-461.6,-461.6,-461.6,-329.5,-329.5,-329.5
662,-370.9,-370.9,-370.9,-500.7,-500.7,-500.7,-410.1,-410.1,-410.1,-515.7,-515.7,-515.7,-524.6,-524.6,-524.6,-343.8,-343.8,-343.8
663,-428.5,-428.5,-428.5,-543.1,-543.1,-543.1,-490.7,-490.7,-490.7,-404.2,-404.2,-404.2,-494.1,-494.1,-494.1,-322.4,-322.4,-322.4
664,-449.2,-449.2,-449.2,-472.6,-472.6,-472.6,-481.2,-481.2,-481.2,-441.1,-441.1,-441.1,-482,-482,-482,-337.4,-337.4,-337.4
665,-473.2,-473.2,-473.2,-532.9,-532.9,-532.9,-493.3,-493.3,-493.3,-425.5,-425.5,-425.5,-469,-469,-469,-315.2,-315.2,-315.2
666,-402.1,-402.1,-402.1,-531.5,-531.5,-531.5,-568,-568,-568,-458.6,-458.6,-458.6,-492,-492,-492,-311.4,-311.4,-311.4
667,-401.2,-401.2,-401.2,-516,-516,-516,-520,-520,-520,-439.2,-439.2,-439.2,-515.4,-515.4,-515.4,-345.5,-345.5,-345.5
668,-416.3,-416.3,-416.3,-544.9,-544.9,-544.9,-516.7,-516.7,-516.7,-455.1,-455.1,-455.1,-524.8,-524.8,-524.8,-366.5,-366.5,-366.5
669,-368.8,-368.8,-368.8,-487.1,-487.1,-487.1,-439.8,-439.8,-439.8,-476.3,-476.3,-476.3,-549,-549,-549,-345.7,-345.7,-345.7
670,-364.7,-364.7,-364.7,-473.1,-473.1,-473.1,-515,-515,-515,-448.3,-448.3,-448.3,-504.2,-504.2,-504.2,-305.7,-305.7,-305.7
671,-456.5,-456.5,-456.5,-505.8,-505.8,-505.8,-451.3,-451.3,-451.3,-413.4,-413.4,-413.4,-520.8,-520.8,-520.8,-323.7,-323.7,-323.7
672,-471.9,-471.9,-471.9,-556.3,-556.3,-556.3,-503.2,-503.2,-503.2,-374.4,-374.4,-374.4,-568.1,-568.1,-568.1,-286.1,-286.1,-286.1
673,-378.6,-378.6,-378.6,-554,-554,-554,-482.4,-482.4,-482.4,-451.9,-451.9,-451.9,-505.1,-505.1,-505.1,-376.4,-376.4,-376.4
674,-362.9,-362.9,-362.9,-538.6,-538.6,-538.6,-543.2,-543.2,-543.2,-410.7,-410.7,-410.7,-516.4,-516.4,-516.4,-358.5,-358.5,-358.5
675,-418,-418,-418,-485.9,-485.9,-485.9,-441,-441,-441,-446.6,-446.6,-446.6,-497,-497,-497,-314.6,-314.6,-314.6
676,-423.5,-423.5,-423.5,-515.4,-515.4,-515.4,-410.1,-410.1,-410.1,-435.1,-435.1,-435.1,-531.1,-531.1,-531.1,-309,-309,-309
677,-362.1,-362.1,-362.1,-537.4,-537.4,-537.4,-518.5,-518.5,-518.5,-372.8,-372.8,-372.8,-612.9,-612.9,-612.9,-319.2,-319.2,-319.2
678,-389.4,-389.4,-389.4,-523.5,-523.5,-523.5,-518.5,-518.5,-518.5,-396.4,-396.4,-396.4,-433,-433,-433,-332.8,-332.8,-332.8
679,-389.1,-389.1,-389.1,-549.6,-549.6,-549.6,-488.9,-488.9,-488.9,-375.8,-375.8,-375.8,-505.6,-505.6,-505.6,-358.5,-358.5,-358.5
680,-336.7,-336.7,-336.7,-528.2,-528.2,-528.2,-546.6,-546.6,-546.6,-455.6,-455.6,-455.6,-530.7,-530.7,-530.7,-332.5,-332.5,-332.5
681,-412,-412,-412,-589,-589,-589,-526.6,-526.6,-526.6,-440.9,-440.9,-440.9,-527.2,-527.2,-527.2,-303.4,-303.4,-303.4
682,-404,-404,-404,-531.3,-531.3,-531.3,-463.6,-463.6,-463.6,-464.9,-464.9,-464.9,-549.8,-549.8,-549.8,-320.4,-320.4,-320.4
683,-434.9,-434.9,-434.9,-504.9,-504.9,-504.9,-498.7,-498.7,-498.7,-418.1,-418.1,-418.1,-477,-477,-477,-309.8,-309.8,-309.8
684,-398.2,-398.2,-398.2,-515.6,-515.6,-515.6,-500.4,-500.4,-500.4,-366,-366,-366,-584.7,-584.7,-584.7,-348.5,-348.5,-348.5
685,-489.6,-489.6,-489.6,-479.6,-479.6,-479.6,-511.3,-511.3,-511.3,-439.3,-439.3,-439.3,-532.2,-532.2,-532.2,-325.5,-325.5,-325.5
686,-407.8,-407.8,-407.8,-467.9,-467.9,-467.9,-480.2,-480.2,-480.2,-425.3,-425.3,-425.3,-516.4,-516.4,-516.4,-318.5,-318.5,-318.5
687,-377.1,-377.1,-377.1,-486,-486,-486,-599.5,-599.5,-599.5,-470.4,-470.4,-470.4,-520.2,-520.2,-520.2,-321.3,-321.3,-321.3
688,-399,-399,-399,-491.8,-491.8,-491.8,-509.6,-509.6,-509.6,-460.5,-460.5,-460.5,-526.6,-526.6,-526.6,-335.8,-335.8,-335.8
689,-393.4,-393.4,-393.4,-449.2,-449.2,-449.2,-551.2,-551.2,-551.2,-376.1,-376.1,-376.1,-441,-441,-441,-310.5,-310.5,-310.5
690,-365.1,-365.1,-365.1,-443,-443,-443,-495.8,-495.8,-495.8,-423.8,-423.8,-423.8,-435.7,-435.7,-435.7,-339.3,-339.3,-339.3
691,-334.5,-334.5,-334.5,-501.5,-501.5,-501.5,-498.7,-498.7,-498.7,-379.3,-379.3,-379.3,-517.8,-517.8,-517.8,-340.1,-340.1,-340.1
692,-447.4,-447.4,-447.4,-486.6,-486.6,-486.6,-475.1,-475.1,-475.1,-402.2,-402.2,-402.2,-517.9,-517.9,-517.9,-377.6,-377.6,-377.6
693,-362.5,-362.5,-362.5,-509.4,-509.4,-509.4,-490.2,-490.2,-490.2,-438.7,-438.7,-438.7,-540.9,-540.9,-540.9,-301.2,-301.2,-301.2
694,-403.7,-403.7,-403.7,-454.9,-454.9,-454.9,-528.3,-528.3,-528.3,-442.8,-442.8,-442.8,-456.1,-456.1,-456.1,-290.9,-290.9,-290.9
695,-420,-420,-420,-513.2,-513.2,-513.2,-567.5,-567.5,-567.5,-449.1,-449.1,-449.1,-486.2,-486.2,-486.2,-322.8,-322.8,-322.8
696,-311.7,-311.7,-311.7,-473.6,-473.6,-473.6,-497.8,-497.8,-497.8,-427,-427,-427,-522.8,-522.8,-522.8,-295.7,-295.7,-295.7
697,-466,-466,-466,-509.1,-509.1,-509.1,-518.3,-518.3,-518.3,-405.3,-405.3,-405.3,-541.7,-541.7,-541.7,-337.2,-337.2,-337.2
698,-355.8,-355.8,-355.8,-563.8,-563.8,-563.8,-510.2,-510.2,-510.2,-403,-403,-403,-530.7,-530.7,-530.7,-291,-291,-291
699,-422.3,-422.3,-422.3,-458,-458,-458,-450,-450,-450,-395.8,-395.8,-395.8,-551.7,-551.7,-551.7,-341.4,-341.4,-341.4
700,-450.4,-450.4,-450.4,-460.2,-460.2,-460.2,-478.2,-478.2,-478.2,-392.5,-392.5,-392.5,-519,-519,-519,-387.4,-387.4,-387.4
701,-393.1,-393.1,-393.1,-558.1,-558.1,-558.1,-458.5,-458.5,-458.5,-496.3,-496.3,-496.3,-453.6,-453.6,-453.6,-328.3,-328.3,-328.3
702,-416.5,-416.5,-416.5,-479.6,-479.6,-479.6,-519.3,-519.3,-519.3,-386.5,-386.5,-386.5,-494.3,-494.3,-494.3,-309.4,-309.4,-309.4
703,-381.8,-381.8,-381.8,-441.9,-441.9,-441.9,-529.3,-529.3,-529.3,-398.8,-398.8,-398.8,-414.6,-414.6,-414.6,-311.2,-311.2,-311.2
704,-472.8,-472.8,-472.8,-504.3,-504.3,-504.3,-465,-465,-465,-396.5,-396.5,-396.5,-499.3,-499.3,-499.3,-295.9,-295.9,-295.9
705,-387.6,-387.6,-387.6,-565.4,-565.4,-565.4,-488.1,-488.1,-488.1,-418.7,-418.7,-418.7,-528.7,-528.7,-528.7,-343.6,-343.6,-343.6
706,-368.2,-368.2,-368.2,-499.6,-499.6,-499.6,-436.7,-436.7,-436.7,-428.4,-428.4,-428.4,-519.7,-519.7,-519.7,-262.3,-262.3,-262.3
707,-389.5,-389.5,-389.5,-467.6,-467.6,-467.6,-449.9,-449.9,-449.9,-402,-402,-402,-542,-542,-542,-281.6,-281.6,-281.6
708,-354.8,-354.8,-354.8,-517,-517,-517,-432.8,-432.8,-432.8,-474.8,-474.8,-474.8,-595.8,-595.8,-595.8,-350.6,-350.6,-350.6
709,-407.4,-407.4,-407.4,-479.6,-479.6,-479.6,-403,-403,-403,-494.7,-494.7,-494.7,-548,-548,-548,-319.8,-319.8,-319.8
710,-387.5,-387.5,-387.5,-551,-551,-551,-534,-534,-534,-433.3,-433.3,-433.3,-488.4,-488.4,-488.4,-332.9,-332.9,-332.9
711,-423.3,-423.3,-423.3,-540.9,-540.9,-540.9,-475.7,-475.7,-475.7,-421.7,-421.7,-421.7,-453.2,-453.2,-453.2,-317.4,-317.4,-317.4
712,-349.1,-349.1,-349.1,-498.5,-498.5,-498.5,-447.6,-447.6,-447.6,-392.7,-392.7,-392.7,-456.1,-456.1,-456.1,-316.6,-316.6,-316.6
713,-324.7,-324.7,-324.7,-518,-518,-518,-438.1,-438.1,-438.1,-375.1,-375.1,-375.1,-507.2,-507.2,-507.2,-347.5,-347.5,-347.5
